s	total_1	het2pq	homo	sample_total_1	sample_het2pq	sample_homo	total_1	het2pq	homo	sample_total_1	sample_het2pq	sample_homo
0	572.90605	0.000946932833333333	0.000481377	530.142857142857	0.000947396825396825	0.000409873015873016	614.227037037037	0.00107444320987654	0.00048649012345679	577.480952380952	0.001081	0.000421968253968254	
-0.0001	559.3429	0.000953496333333333	0.00045549	521.842857142857	0.000952460317460317	0.000393507936507936	595.598888888889	0.0010692037037037	0.000458062962962963	566.009523809524	0.00107301587301587	0.00040684126984127	
-0.000113809830171	550.586883333333	0.000939348722222223	0.000447970444444445	515.785714285714	0.000944396825396825	0.000387444444444444	586.790740740741	0.00105361851851852	0.000451175308641975	554.938095238095	0.0010522380952381	0.000398777777777778	
-0.0001295267744355	539.2373	0.000934863666666667	0.000431297	504.742857142857	0.000931015873015873	0.000375730158730159	581.055555555556	0.00105794320987654	0.000439454320987654	549.261904761905	0.00105626984126984	0.000387301587301587	
-0.0001474142020111	541.816683333333	0.000932791277777778	0.000436632166666667	509.004761904762	0.00093484126984127	0.000380920634920635	582.623333333333	0.00105424320987654	0.000443917283950617	549.457142857143	0.00105228571428571	0.000389619047619048	
-0.0001677718529567	538.812816666667	0.000936553833333333	0.000429744444444445	505.352380952381	0.000930285714285714	0.000377111111111111	575.101481481482	0.00104856296296296	0.000434220987654321	550.747619047619	0.00105490476190476	0.000390460317460317	
-0.0001909408609248	528.341883333333	0.000925592388888889	0.000417773611111111	497.452380952381	0.000925793650793651	0.000366190476190476	566.248888888889	0.00104923456790123	0.000419130864197531	542.547619047619	0.00105147619047619	0.000378507936507937	
-0.0002173094695456	532.330483333333	0.000936394833333333	0.000419020055555556	501.514285714286	0.000934888888888889	0.000368412698412698	564.287777777778	0.00104905061728395	0.000415954320987654	537.785714285714	0.00104871428571429	0.000371952380952381	
-0.0002473195382353	522.543983333333	0.000925182833333333	0.000408315222222222	493.733333333333	0.000927174603174603	0.000359301587301587	556.044074074074	0.00103955925925926	0.00040696049382716	531.852380952381	0.00104068253968254	0.000366079365079365	
-0.0002814739464454	514.937033333333	0.000915319777777778	0.0004005685	485.114285714286	0.000908126984126984	0.000354460317460317	550.528518518519	0.00103104320987654	0.000402025925925926	523.709523809524	0.0010278253968254	0.000358936507936508	
-0.0003203450204251	509.5237	0.000915837555555555	0.000391287388888889	482.638095238095	0.00091536507936508	0.000346714285714286	539.043333333333	0.00102421111111111	0.0003863	517.561904761905	0.00102968253968254	0.000347761904761905	
-0.0003645841237071	496.574183333333	0.000902700833333333	0.000376273222222222	471.485714285714	0.000902126984126984	0.000334746031746032	527.681481481481	0.00101806172839506	0.000370438271604938	508.509523809524	0.00102506349206349	0.000334984126984127	
-0.0004149325720215	478.792233333333	0.000888426	0.000353774055555556	455.514285714286	0.000887238095238095	0.000315571428571429	505.843703703704	0.000995748148148148	0.000345198765432099	488.895238095238	0.000998952380952381	0.000315349206349206	
