Hello, world!
17:24:49
s	total_1	het2pq	homo	sample_total_1	sample_het2pq	sample_homo	total_1	het2pq	homo	sample_total_1	sample_het2pq	sample_homo
0.001	154.839	0.00068746	0.000430465	142.71428571428572	0.0007042857142857143	0.0003614285714285714	159	0.0007446666666666667	0.0004226666666666667	144.71428571428572	0.0007471428571428571	0.00035
0.0008799225435691	164.0225	0.000728275	0.000455975	147.85714285714286	0.0007214285714285714	0.0003785714285714286	183.73333333333332	0.0008295555555555556	0.0005038888888888889	159.14285714285714	0.0008571428571428571	0.00036714285714285717
0.0007742636826811001	156.211	0.00065263	0.00045474	133.85714285714286	0.0006442857142857143	0.0003471428571428571	159.61111111111111	0.0007683333333333333	0.0004138888888888889	143.85714285714286	0.0007442857142857143	0.0003471428571428571
0.000681292069058	156.889	0.0006974	0.000435745	135.57142857142858	0.0006385714285714286	0.0003585714285714286	167.63333333333333	0.0007403333333333333	0.000468	143.28571428571428	0.0007214285714285714	0.0003557142857142857
0.0005994842503189	196.6835	0.000851945	0.000557445	168.85714285714286	0.00084	0.0004242857142857143	184.96666666666667	0.0008101111111111111	0.0005197777777777778	170.42857142857142	0.0008128571428571428	0.0004457142857142857
0.0005274997063703	171.0885	0.000793865	0.00045851	159.57142857142858	0.0007814285714285715	0.00040714285714285717	197.53333333333333	0.0009353333333333334	0.00052	183.14285714285714	0.000982857142857143	0.0004242857142857143
0.0004641588833613	170.656	0.00080132	0.00045262	162	0.0008542857142857143	0.00038285714285714285	184.13333333333333	0.0008955555555555556	0.0004728888888888889	167.14285714285714	0.0008742857142857143	0.0003985714285714286
0.0004084238652675	167.899	0.00084677	0.00041611	157	0.0008471428571428572	0.0003614285714285714	176.2888888888889	0.0009042222222222223	0.0004293333333333333	170.57142857142858	0.0008971428571428571	0.0004042857142857143
0.00035938136638050003	189.1925	0.000847915	0.000522005	169.71428571428572	0.0008542857142857143	0.0004214285714285714	195.94444444444446	0.0009121111111111112	0.0005236666666666666	177	0.0009471428571428571	0.00041142857142857143
0.0003162277660168	151.3695	0.000772495	0.0003706	153	0.0007614285714285714	0.0003842857142857143	161.32222222222222	0.0008438888888888889	0.0003846666666666667	152.42857142857142	0.0008757142857142858	0.0003242857142857143
0.0002782559402207	159.4655	0.000733355	0.00043065	148	0.0007342857142857143	0.0003728571428571429	169.8	0.0008111111111111111	0.00044344444444444444	162.71428571428572	0.0008128571428571428	0.00040714285714285717
0.0002448436746822	167.5455	0.000798835	0.00043831	155.85714285714286	0.00081	0.00037428571428571426	185.0888888888889	0.0009151111111111111	0.0004678888888888889	166	0.0009457142857142857	0.00035714285714285714
0.0002154434690032	165.9475	0.000813885	0.000422795	151.85714285714286	0.0007985714285714285	0.00036	171.73333333333332	0.0008726666666666667	0.0004223333333333333	164.28571428571428	0.0009371428571428571	0.0003528571428571429
0.00018957356524060002	150.1885	0.000718055	0.000391915	138	0.0007485714285714285	0.0003157142857142857	162.8111111111111	0.0008567777777777778	0.00038566666666666664	151.85714285714286	0.0008471428571428572	0.0003357142857142857
0.00016681005372	157.188	0.0007437	0.00041409	139.57142857142858	0.0007614285714285714	0.00031714285714285715	164.7888888888889	0.0008492222222222222	0.00039933333333333335	147.57142857142858	0.0008128571428571428	0.00033142857142857144
0.0001467799267622	173.701	0.00084262	0.000447195	163.28571428571428	0.0008471428571428572	0.0003928571428571429	184.05555555555554	0.0008683333333333334	0.0004861111111111111	170	0.0008571428571428571	0.0004214285714285714
0.0001291549665015	154.7955	0.000798415	0.00037477	146.28571428571428	0.0008114285714285715	0.00032571428571428573	167.8	0.0009191111111111111	0.00037944444444444446	171.42857142857142	0.0009342857142857143	0.00039
0.0001136463666386	142.402	0.00071004	0.00035699	136.85714285714286	0.00078	0.00029428571428571427	155.26666666666668	0.0007902222222222222	0.00038122222222222225	150	0.0007914285714285714	0.00035428571428571426
0.0001	154.7345	0.000710415	0.000418465	142.57142857142858	0.0007342857142857143	0.00034571428571428573	161.4777777777778	0.0008416666666666667	0.00038655555555555557	156.28571428571428	0.0008371428571428572	0.00036285714285714285
0	146.7475	0.000707475	0.00038	128.71428571428572	0.0007242857142857143	0.0002814285714285714	150.32222222222222	0.0007974444444444445	0.0003528888888888889	139.14285714285714	0.00082	0.00028571428571428574
-0.0001	167.9785	0.000806695	0.000436545	156.71428571428572	0.0008214285714285715	0.0003728571428571429	169.94444444444446	0.0009061111111111111	0.00039666666666666664	168.85714285714286	0.0009314285714285714	0.0003785714285714286
-0.000113809830171	139.1255	0.000678445	0.000356405	124.42857142857143	0.0006785714285714286	0.00028285714285714286	130.15555555555557	0.0007508888888888889	0.0002753333333333333	129.57142857142858	0.0007585714285714285	0.00026857142857142856
-0.0001295267744355	142.1375	0.000730235	0.00034557	126.85714285714286	0.00068	0.00029428571428571427	145.27777777777777	0.0008521111111111111	0.00030033333333333333	142	0.0008514285714285714	0.0002842857142857143
-0.0001474142020111	145.661	0.00069889	0.00037886	132	0.00068	0.00032	156.5888888888889	0.0008078888888888889	0.000379	147.42857142857142	0.0007771428571428571	0.00034857142857142856
-0.0001677718529567	141.4325	0.000713665	0.00035033	129.14285714285714	0.0007457142857142857	0.0002728571428571429	155.06666666666666	0.0008368888888888889	0.0003568888888888889	147.14285714285714	0.0008371428571428572	0.00031714285714285715
-0.00019094086092480002	143.2775	0.000755455	0.00033866	134.71428571428572	0.0007614285714285714	0.0002928571428571429	156.12222222222223	0.0009034444444444445	0.00032888888888888887	144.85714285714286	0.0008485714285714286	0.0003
