Hello, world!
20:46:44
s	total_1	het2pq	homo	sample_total_1	sample_het2pq	sample_homo	total_1	het2pq	homo	sample_total_1	sample_het2pq	sample_homo
0.001	351.2955	0.001322825	0.001095065	308.42857142857144	0.00133	0.0008771428571428572	317.5208333333333	0.0012422916666666667	0.0009664583333333334	280.2857142857143	0.0012971428571428572	0.0007528571428571429
0.0008799225435691	335.782	0.0012473	0.00105526	274.57142857142856	0.0012542857142857143	0.0007457142857142857	295.3854166666667	0.0011655208333333333	0.0008941666666666667	259.2857142857143	0.0011985714285714286	0.0006971428571428571
0.0007742636826811001	293.058	0.0011814	0.00087459	259.85714285714283	0.0012271428571428572	0.0006857142857142857	271.4375	0.0011360416666666667	0.0007891666666666666	246.28571428571428	0.0011228571428571429	0.00067
0.000681292069058	301.2445	0.001128075	0.000942185	254.57142857142858	0.0011028571428571428	0.0007214285714285714	271.6145833333333	0.0010732291666666666	0.0008214583333333333	234.71428571428572	0.0010185714285714286	0.0006642857142857143
0.0005994842503189	275.0255	0.001145745	0.000802255	236.71428571428572	0.00115	0.0006085714285714286	250.6875	0.00105375	0.0007265625	217.71428571428572	0.0010257142857142856	0.0005757142857142857
0.0005274997063703	249.658	0.00110228	0.00069715	232.42857142857142	0.00117	0.0005771428571428571	246.8125	0.0010141666666666667	0.0007269791666666667	220	0.0009971428571428572	0.0006014285714285714
0.0004641588833613	248.8345	0.001053425	0.00071746	220.42857142857142	0.0009785714285714285	0.0006128571428571429	231	0.000973125	0.0006684375	208.28571428571428	0.0010057142857142858	0.0005385714285714286
0.0004084238652675	214.057	0.00099415	0.00057321	204.57142857142858	0.001017142857142857	0.0005142857142857143	209.54166666666666	0.0009416666666666667	0.000576875	194.57142857142858	0.0009457142857142857	0.0005
0.00035938136638050003	212.441	0.00102049	0.00055196	189	0.00105	0.00042	194.66666666666666	0.0009260416666666667	0.0005103125	185.28571428571428	0.0009728571428571428	0.00044
0.0003162277660168	185.778	0.00090449	0.000476645	171	0.0008871428571428572	0.00041142857142857143	184.52083333333334	0.0008785416666666667	0.00048333333333333334	171.28571428571428	0.0009042857142857142	0.0004042857142857143
0.0002782559402207	211.998	0.00098117	0.000569405	199.57142857142858	0.0009814285714285715	0.0005071428571428572	198.41666666666666	0.0009183333333333333	0.0005329166666666667	184.28571428571428	0.0009057142857142857	0.00046857142857142855
0.0002448436746822	189.382	0.00087184	0.00051099	183.14285714285714	0.00094	0.0004457142857142857	179.89583333333334	0.0007933333333333333	0.0005028125	163.14285714285714	0.0008	0.0004157142857142857
0.0002154434690032	207.528	0.00094001	0.000567635	194.57142857142858	0.0009485714285714286	0.0004985714285714286	194.78125	0.0008732291666666667	0.0005372916666666667	174.85714285714286	0.0008771428571428572	0.0004357142857142857
0.00018957356524060002	188.1545	0.000909405	0.00048607	171.28571428571428	0.00089	0.00041142857142857143	180.88541666666666	0.0008898958333333334	0.0004594791666666667	178.57142857142858	0.0008914285714285714	0.00044714285714285716
0.00016681005372	173.094	0.0008147	0.00045812	149.28571428571428	0.0007957142857142857	0.00034857142857142856	158.77083333333334	0.000754375	0.0004166666666666667	148.28571428571428	0.0007714285714285715	0.0003557142857142857
0.0001467799267622	178.0335	0.000841515	0.00046941	163.42857142857142	0.0008571428571428571	0.00038857142857142855	173.19791666666666	0.0008101041666666667	0.0004609375	154	0.0008285714285714286	0.0003557142857142857
0.0001291549665015	158.3195	0.000730605	0.000426295	146.42857142857142	0.0007385714285714286	0.00036285714285714285	152	0.00068875	0.000415625	136	0.00066	0.00035
0.0001136463666386	182.821	0.00079942	0.000514395	166.57142857142858	0.0008142857142857143	0.0004257142857142857	174.5625	0.0007610416666666667	0.0004922916666666667	154.42857142857142	0.0007585714285714285	0.0003928571428571429
0.0001	192.3885	0.000928905	0.00049749	172.28571428571428	0.0009342857142857143	0.00039428571428571426	173.95833333333334	0.000881875	0.0004288541666666667	171.71428571428572	0.0009142857142857143	0.0004014285714285714
0	141.1955	0.000712395	0.00034978	131.57142857142858	0.00071	0.00030285714285714285	132.92708333333334	0.0006396875	0.00034479166666666664	121	0.0005814285714285714	0.00031428571428571427
-0.0001	141.75	0.00068857	0.000364465	129.42857142857142	0.0006942857142857142	0.0003	130.375	0.00065625	0.00032375	123.42857142857143	0.0006657142857142858	0.0002842857142857143
-0.000113809830171	121.741	0.00067527	0.00027107	111	0.0006357142857142857	0.00023714285714285715	122.38541666666667	0.0006394791666666667	0.0002921875	120.85714285714286	0.0006428571428571428	0.00028285714285714286
-0.0001295267744355	143.1925	0.000717515	0.000357205	133.28571428571428	0.0007442857142857143	0.00029428571428571427	136.42708333333334	0.0006646875	0.00034979166666666665	124.42857142857143	0.0006442857142857143	0.0003
-0.0001474142020111	115.9725	0.000672505	0.00024361	118.14285714285714	0.0006785714285714286	0.00025142857142857145	123.23958333333333	0.0006261458333333334	0.000303125	118.42857142857143	0.0006442857142857143	0.00027
-0.0001677718529567	108.357	0.00062462	0.000229475	109.14285714285714	0.0006371428571428572	0.00022714285714285715	104.60416666666667	0.0005977083333333333	0.00022416666666666668	102	0.0006342857142857143	0.00019285714285714286
-0.00019094086092480002	97.865	0.00056794	0.000205355	93.71428571428571	0.0005657142857142857	0.00018571428571428572	93.875	0.0005577083333333333	0.00019052083333333334	94.14285714285714	0.00057	0.00018571428571428572
-0.0002173094695456	139.9255	0.000733475	0.00033289	135.28571428571428	0.0007271428571428572	0.0003128571428571429	130.3125	0.0006358333333333333	0.0003336458333333333	124.85714285714286	0.0006428571428571428	0.00030285714285714285
