"{-0.05, 0.00001, -4, 0}","{-0.05, 0.000013413764885, -4, 0}","{-0.05, 0.000017992908839, -4, 0}","{-0.05, 0.0000241352648763, -4, 0}","{-0.05, 0.0000323744768487, -4, 0}","{-0.05, 0.0000434263620723, -4, 0}","{-0.05, 0.0000582511010648, -4, 0}","{-0.05, 0.0000781366573974, -4, 0}","{-0.05, 0.0001048106751227, -4, 0}","{-0.05, 0.0001405905753532, -4, 0}","{-0.05, 0.0001885848922832, -4, 0}","{-0.05, 0.0002529633405947, -4, 0}","{-0.05, 0.0003393190775256, -4, 0}","{-0.05, 0.0004551546326917, -4, 0}","{-0.05, 0.0006105337229237, -4, 0}","{-0.05, 0.0008189555813651, -4, 0}","{-0.05, 0.0010985277619675, -4, 0}","{-0.05, 0.0014735393118657, -4, 0}","{-0.05, 0.0019765709878144, -4, 0}","{-0.05, 0.0026513258509018, -4, 0}","{-0.05, 0.003556426159747, -4, 0}","{-0.05, 0.0047705064337644, -4, 0}","{-0.05, 0.0063990451684807, -4, 0}","{-0.05, 0.0085835287378376, -4, 0}","{-0.05, 0.0115137436372836, -4, 0}","{-0.05, 0.0154442650096474, -4, 0}","{-0.05, 0.0207165739660756, -4, 0}","{-0.05, 0.0277887252403267, -4, 0}","{-0.05, 0.0372751426827093, -4, 5.418589736604598*^-10}","{-0.05, 0.05, -4, 8.179690339064601*^-7}"
"{-0.0372751426827093, 0.00001, -4, 0}","{-0.0372751426827093, 0.000013413764885, -4, 0}","{-0.0372751426827093, 0.000017992908839, -4, 0}","{-0.0372751426827093, 0.0000241352648763, -4, 0}","{-0.0372751426827093, 0.0000323744768487, -4, 0}","{-0.0372751426827093, 0.0000434263620723, -4, 0}","{-0.0372751426827093, 0.0000582511010648, -4, 0}","{-0.0372751426827093, 0.0000781366573974, -4, 0}","{-0.0372751426827093, 0.0001048106751227, -4, 0}","{-0.0372751426827093, 0.0001405905753532, -4, 0}","{-0.0372751426827093, 0.0001885848922832, -4, 0}","{-0.0372751426827093, 0.0002529633405947, -4, 0}","{-0.0372751426827093, 0.0003393190775256, -4, 0}","{-0.0372751426827093, 0.0004551546326917, -4, 0}","{-0.0372751426827093, 0.0006105337229237, -4, 0}","{-0.0372751426827093, 0.0008189555813651, -4, 0}","{-0.0372751426827093, 0.0010985277619675, -4, 0}","{-0.0372751426827093, 0.0014735393118657, -4, 0}","{-0.0372751426827093, 0.0019765709878144, -4, 0}","{-0.0372751426827093, 0.0026513258509018, -4, 0}","{-0.0372751426827093, 0.003556426159747, -4, 0}","{-0.0372751426827093, 0.0047705064337644, -4, 0}","{-0.0372751426827093, 0.0063990451684807, -4, 0}","{-0.0372751426827093, 0.0085835287378376, -4, 0}","{-0.0372751426827093, 0.0115137436372836, -4, 0}","{-0.0372751426827093, 0.0154442650096474, -4, 0}","{-0.0372751426827093, 0.0207165739660756, -4, 0}","{-0.0372751426827093, 0.0277887252403267, -4, 5.41858973660438*^-10}","{-0.0372751426827093, 0.0372751426827093, -4, 8.17969033906458*^-7}","{-0.0372751426827093, 0.05, -4, 0.000058361926167796006}"
"{-0.0277887252403267, 0.00001, -4, 0}","{-0.0277887252403267, 0.000013413764885, -4, 0}","{-0.0277887252403267, 0.000017992908839, -4, 0}","{-0.0277887252403267, 0.0000241352648763, -4, 0}","{-0.0277887252403267, 0.0000323744768487, -4, 0}","{-0.0277887252403267, 0.0000434263620723, -4, 0}","{-0.0277887252403267, 0.0000582511010648, -4, 0}","{-0.0277887252403267, 0.0000781366573974, -4, 0}","{-0.0277887252403267, 0.0001048106751227, -4, 0}","{-0.0277887252403267, 0.0001405905753532, -4, 0}","{-0.0277887252403267, 0.0001885848922832, -4, 0}","{-0.0277887252403267, 0.0002529633405947, -4, 0}","{-0.0277887252403267, 0.0003393190775256, -4, 0}","{-0.0277887252403267, 0.0004551546326917, -4, 0}","{-0.0277887252403267, 0.0006105337229237, -4, 0}","{-0.0277887252403267, 0.0008189555813651, -4, 0}","{-0.0277887252403267, 0.0010985277619675, -4, 0}","{-0.0277887252403267, 0.0014735393118657, -4, 0}","{-0.0277887252403267, 0.0019765709878144, -4, 0}","{-0.0277887252403267, 0.0026513258509018, -4, 0}","{-0.0277887252403267, 0.003556426159747, -4, 0}","{-0.0277887252403267, 0.0047705064337644, -4, 0}","{-0.0277887252403267, 0.0063990451684807, -4, 0}","{-0.0277887252403267, 0.0085835287378376, -4, 0}","{-0.0277887252403267, 0.0115137436372836, -4, 0}","{-0.0277887252403267, 0.0154442650096474, -4, 0}","{-0.0277887252403267, 0.0207165739660756, -4, 5.41858973660408*^-10}","{-0.0277887252403267, 0.0277887252403267, -4, 8.179690339064592*^-7}","{-0.0277887252403267, 0.0372751426827093, -4, 0.00005836192616779671}","{-0.0277887252403267, 0.05, -4, 0.0007444535724542476}"
"{-0.0207165739660756, 0.00001, -4, 0}","{-0.0207165739660756, 0.000013413764885, -4, 0}","{-0.0207165739660756, 0.000017992908839, -4, 0}","{-0.0207165739660756, 0.0000241352648763, -4, 0}","{-0.0207165739660756, 0.0000323744768487, -4, 0}","{-0.0207165739660756, 0.0000434263620723, -4, 0}","{-0.0207165739660756, 0.0000582511010648, -4, 0}","{-0.0207165739660756, 0.0000781366573974, -4, 0}","{-0.0207165739660756, 0.0001048106751227, -4, 0}","{-0.0207165739660756, 0.0001405905753532, -4, 0}","{-0.0207165739660756, 0.0001885848922832, -4, 0}","{-0.0207165739660756, 0.0002529633405947, -4, 0}","{-0.0207165739660756, 0.0003393190775256, -4, 0}","{-0.0207165739660756, 0.0004551546326917, -4, 0}","{-0.0207165739660756, 0.0006105337229237, -4, 0}","{-0.0207165739660756, 0.0008189555813651, -4, 0}","{-0.0207165739660756, 0.0010985277619675, -4, 0}","{-0.0207165739660756, 0.0014735393118657, -4, 0}","{-0.0207165739660756, 0.0019765709878144, -4, 0}","{-0.0207165739660756, 0.0026513258509018, -4, 0}","{-0.0207165739660756, 0.003556426159747, -4, 0}","{-0.0207165739660756, 0.0047705064337644, -4, 0}","{-0.0207165739660756, 0.0063990451684807, -4, 0}","{-0.0207165739660756, 0.0085835287378376, -4, 0}","{-0.0207165739660756, 0.0115137436372836, -4, 0}","{-0.0207165739660756, 0.0154442650096474, -4, 5.418589736604858*^-10}","{-0.0207165739660756, 0.0207165739660756, -4, 8.179690339064584*^-7}","{-0.0207165739660756, 0.0277887252403267, -4, 0.00005836192616779782}","{-0.0207165739660756, 0.0372751426827093, -4, 0.0007444535724542612}","{-0.0207165739660756, 0.05, -4, 0.0035472303015768166}"
"{-0.0154442650096474, 0.00001, -4, 0}","{-0.0154442650096474, 0.000013413764885, -4, 0}","{-0.0154442650096474, 0.000017992908839, -4, 0}","{-0.0154442650096474, 0.0000241352648763, -4, 0}","{-0.0154442650096474, 0.0000323744768487, -4, 0}","{-0.0154442650096474, 0.0000434263620723, -4, 0}","{-0.0154442650096474, 0.0000582511010648, -4, 0}","{-0.0154442650096474, 0.0000781366573974, -4, 0}","{-0.0154442650096474, 0.0001048106751227, -4, 0}","{-0.0154442650096474, 0.0001405905753532, -4, 0}","{-0.0154442650096474, 0.0001885848922832, -4, 0}","{-0.0154442650096474, 0.0002529633405947, -4, 0}","{-0.0154442650096474, 0.0003393190775256, -4, 0}","{-0.0154442650096474, 0.0004551546326917, -4, 0}","{-0.0154442650096474, 0.0006105337229237, -4, 0}","{-0.0154442650096474, 0.0008189555813651, -4, 0}","{-0.0154442650096474, 0.0010985277619675, -4, 0}","{-0.0154442650096474, 0.0014735393118657, -4, 0}","{-0.0154442650096474, 0.0019765709878144, -4, 0}","{-0.0154442650096474, 0.0026513258509018, -4, 0}","{-0.0154442650096474, 0.003556426159747, -4, 0}","{-0.0154442650096474, 0.0047705064337644, -4, 0}","{-0.0154442650096474, 0.0063990451684807, -4, 0}","{-0.0154442650096474, 0.0085835287378376, -4, 0}","{-0.0154442650096474, 0.0115137436372836, -4, 5.418589736604134*^-10}","{-0.0154442650096474, 0.0154442650096474, -4, 8.17969033906459*^-7}","{-0.0154442650096474, 0.0207165739660756, -4, 0.000058361926167795}","{-0.0154442650096474, 0.0277887252403267, -4, 0.0007444535724542482}","{-0.0154442650096474, 0.0372751426827093, -4, 0.003547230301576793}","{-0.0154442650096474, 0.05, -4, 0.009511914008670705}"
"{-0.0115137436372836, 0.00001, -4, 0}","{-0.0115137436372836, 0.000013413764885, -4, 0}","{-0.0115137436372836, 0.000017992908839, -4, 0}","{-0.0115137436372836, 0.0000241352648763, -4, 0}","{-0.0115137436372836, 0.0000323744768487, -4, 0}","{-0.0115137436372836, 0.0000434263620723, -4, 0}","{-0.0115137436372836, 0.0000582511010648, -4, 0}","{-0.0115137436372836, 0.0000781366573974, -4, 0}","{-0.0115137436372836, 0.0001048106751227, -4, 0}","{-0.0115137436372836, 0.0001405905753532, -4, 0}","{-0.0115137436372836, 0.0001885848922832, -4, 0}","{-0.0115137436372836, 0.0002529633405947, -4, 0}","{-0.0115137436372836, 0.0003393190775256, -4, 0}","{-0.0115137436372836, 0.0004551546326917, -4, 0}","{-0.0115137436372836, 0.0006105337229237, -4, 0}","{-0.0115137436372836, 0.0008189555813651, -4, 0}","{-0.0115137436372836, 0.0010985277619675, -4, 0}","{-0.0115137436372836, 0.0014735393118657, -4, 0}","{-0.0115137436372836, 0.0019765709878144, -4, 0}","{-0.0115137436372836, 0.0026513258509018, -4, 0}","{-0.0115137436372836, 0.003556426159747, -4, 0}","{-0.0115137436372836, 0.0047705064337644, -4, 0}","{-0.0115137436372836, 0.0063990451684807, -4, 0}","{-0.0115137436372836, 0.0085835287378376, -4, 5.418589736603536*^-10}","{-0.0115137436372836, 0.0115137436372836, -4, 8.17969033906459*^-7}","{-0.0115137436372836, 0.0154442650096474, -4, 0.000058361926167797666}","{-0.0115137436372836, 0.0207165739660756, -4, 0.0007444535724542463}","{-0.0115137436372836, 0.0277887252403267, -4, 0.003547230301576814}","{-0.0115137436372836, 0.0372751426827093, -4, 0.009511914008670769}","{-0.0115137436372836, 0.05, -4, 0.01807182818730235}"
"{-0.0085835287378376, 0.00001, -4, 0}","{-0.0085835287378376, 0.000013413764885, -4, 0}","{-0.0085835287378376, 0.000017992908839, -4, 0}","{-0.0085835287378376, 0.0000241352648763, -4, 0}","{-0.0085835287378376, 0.0000323744768487, -4, 0}","{-0.0085835287378376, 0.0000434263620723, -4, 0}","{-0.0085835287378376, 0.0000582511010648, -4, 0}","{-0.0085835287378376, 0.0000781366573974, -4, 0}","{-0.0085835287378376, 0.0001048106751227, -4, 0}","{-0.0085835287378376, 0.0001405905753532, -4, 0}","{-0.0085835287378376, 0.0001885848922832, -4, 0}","{-0.0085835287378376, 0.0002529633405947, -4, 0}","{-0.0085835287378376, 0.0003393190775256, -4, 0}","{-0.0085835287378376, 0.0004551546326917, -4, 0}","{-0.0085835287378376, 0.0006105337229237, -4, 0}","{-0.0085835287378376, 0.0008189555813651, -4, 0}","{-0.0085835287378376, 0.0010985277619675, -4, 0}","{-0.0085835287378376, 0.0014735393118657, -4, 0}","{-0.0085835287378376, 0.0019765709878144, -4, 0}","{-0.0085835287378376, 0.0026513258509018, -4, 0}","{-0.0085835287378376, 0.003556426159747, -4, 0}","{-0.0085835287378376, 0.0047705064337644, -4, 0}","{-0.0085835287378376, 0.0063990451684807, -4, 5.418589736606141*^-10}","{-0.0085835287378376, 0.0085835287378376, -4, 8.179690339064578*^-7}","{-0.0085835287378376, 0.0115137436372836, -4, 0.00005836192616779982}","{-0.0085835287378376, 0.0154442650096474, -4, 0.0007444535724542839}","{-0.0085835287378376, 0.0207165739660756, -4, 0.0035472303015768583}","{-0.0085835287378376, 0.0277887252403267, -4, 0.00951191400867089}","{-0.0085835287378376, 0.0372751426827093, -4, 0.018071828187302536}","{-0.0085835287378376, 0.05, -4, 0.02775448113705859}"
"{-0.0063990451684807, 0.00001, -4, 0}","{-0.0063990451684807, 0.000013413764885, -4, 0}","{-0.0063990451684807, 0.000017992908839, -4, 0}","{-0.0063990451684807, 0.0000241352648763, -4, 0}","{-0.0063990451684807, 0.0000323744768487, -4, 0}","{-0.0063990451684807, 0.0000434263620723, -4, 0}","{-0.0063990451684807, 0.0000582511010648, -4, 0}","{-0.0063990451684807, 0.0000781366573974, -4, 0}","{-0.0063990451684807, 0.0001048106751227, -4, 0}","{-0.0063990451684807, 0.0001405905753532, -4, 0}","{-0.0063990451684807, 0.0001885848922832, -4, 0}","{-0.0063990451684807, 0.0002529633405947, -4, 0}","{-0.0063990451684807, 0.0003393190775256, -4, 0}","{-0.0063990451684807, 0.0004551546326917, -4, 0}","{-0.0063990451684807, 0.0006105337229237, -4, 0}","{-0.0063990451684807, 0.0008189555813651, -4, 0}","{-0.0063990451684807, 0.0010985277619675, -4, 0}","{-0.0063990451684807, 0.0014735393118657, -4, 0}","{-0.0063990451684807, 0.0019765709878144, -4, 0}","{-0.0063990451684807, 0.0026513258509018, -4, 0}","{-0.0063990451684807, 0.003556426159747, -4, 0}","{-0.0063990451684807, 0.0047705064337644, -4, 5.418589736604865*^-10}","{-0.0063990451684807, 0.0063990451684807, -4, 8.179690339064607*^-7}","{-0.0063990451684807, 0.0085835287378376, -4, 0.00005836192616779031}","{-0.0063990451684807, 0.0115137436372836, -4, 0.0007444535724542272}","{-0.0063990451684807, 0.0154442650096474, -4, 0.0035472303015767525}","{-0.0063990451684807, 0.0207165739660756, -4, 0.009511914008670594}","{-0.0063990451684807, 0.0277887252403267, -4, 0.018071828187302217}","{-0.0063990451684807, 0.0372751426827093, -4, 0.027754481137058293}","{-0.0063990451684807, 0.05, -4, 0.037225174080243895}"
"{-0.0047705064337644, 0.00001, -4, 0}","{-0.0047705064337644, 0.000013413764885, -4, 0}","{-0.0047705064337644, 0.000017992908839, -4, 0}","{-0.0047705064337644, 0.0000241352648763, -4, 0}","{-0.0047705064337644, 0.0000323744768487, -4, 0}","{-0.0047705064337644, 0.0000434263620723, -4, 0}","{-0.0047705064337644, 0.0000582511010648, -4, 0}","{-0.0047705064337644, 0.0000781366573974, -4, 0}","{-0.0047705064337644, 0.0001048106751227, -4, 0}","{-0.0047705064337644, 0.0001405905753532, -4, 0}","{-0.0047705064337644, 0.0001885848922832, -4, 0}","{-0.0047705064337644, 0.0002529633405947, -4, 0}","{-0.0047705064337644, 0.0003393190775256, -4, 0}","{-0.0047705064337644, 0.0004551546326917, -4, 0}","{-0.0047705064337644, 0.0006105337229237, -4, 0}","{-0.0047705064337644, 0.0008189555813651, -4, 0}","{-0.0047705064337644, 0.0010985277619675, -4, 0}","{-0.0047705064337644, 0.0014735393118657, -4, 0}","{-0.0047705064337644, 0.0019765709878144, -4, 0}","{-0.0047705064337644, 0.0026513258509018, -4, 0}","{-0.0047705064337644, 0.003556426159747, -4, 5.41858973660391*^-10}","{-0.0047705064337644, 0.0047705064337644, -4, 8.179690339064595*^-7}","{-0.0047705064337644, 0.0063990451684807, -4, 0.00005836192616779506}","{-0.0047705064337644, 0.0085835287378376, -4, 0.0007444535724541899}","{-0.0047705064337644, 0.0115137436372836, -4, 0.0035472303015766917}","{-0.0047705064337644, 0.0154442650096474, -4, 0.009511914008670597}","{-0.0047705064337644, 0.0207165739660756, -4, 0.018071828187302078}","{-0.0047705064337644, 0.0277887252403267, -4, 0.027754481137058216}","{-0.0047705064337644, 0.0372751426827093, -4, 0.037225174080243846}","{-0.0047705064337644, 0.05, -4, 0.04568658803040852}"
"{-0.003556426159747, 0.00001, -4, 0}","{-0.003556426159747, 0.000013413764885, -4, 0}","{-0.003556426159747, 0.000017992908839, -4, 0}","{-0.003556426159747, 0.0000241352648763, -4, 0}","{-0.003556426159747, 0.0000323744768487, -4, 0}","{-0.003556426159747, 0.0000434263620723, -4, 0}","{-0.003556426159747, 0.0000582511010648, -4, 0}","{-0.003556426159747, 0.0000781366573974, -4, 0}","{-0.003556426159747, 0.0001048106751227, -4, 0}","{-0.003556426159747, 0.0001405905753532, -4, 0}","{-0.003556426159747, 0.0001885848922832, -4, 0}","{-0.003556426159747, 0.0002529633405947, -4, 0}","{-0.003556426159747, 0.0003393190775256, -4, 0}","{-0.003556426159747, 0.0004551546326917, -4, 0}","{-0.003556426159747, 0.0006105337229237, -4, 0}","{-0.003556426159747, 0.0008189555813651, -4, 0}","{-0.003556426159747, 0.0010985277619675, -4, 0}","{-0.003556426159747, 0.0014735393118657, -4, 0}","{-0.003556426159747, 0.0019765709878144, -4, 0}","{-0.003556426159747, 0.0026513258509018, -4, 5.41858973660551*^-10}","{-0.003556426159747, 0.003556426159747, -4, 8.179690339064601*^-7}","{-0.003556426159747, 0.0047705064337644, -4, 0.00005836192616779858}","{-0.003556426159747, 0.0063990451684807, -4, 0.0007444535724542539}","{-0.003556426159747, 0.0085835287378376, -4, 0.0035472303015766614}","{-0.003556426159747, 0.0115137436372836, -4, 0.009511914008670633}","{-0.003556426159747, 0.0154442650096474, -4, 0.01807182818730225}","{-0.003556426159747, 0.0207165739660756, -4, 0.027754481137058244}","{-0.003556426159747, 0.0277887252403267, -4, 0.037225174080243936}","{-0.003556426159747, 0.0372751426827093, -4, 0.04568658803040862}","{-0.003556426159747, 0.05, -4, 0.05282210722530203}"
