mu sigma alpha beta het how
-0.0001405906 0.0000100000 -4.0 0 0.000324420989 rai
-0.0001405906 0.0000100000 -4.0 1000 0.000349146532 rai
-0.0001405906 0.0000100000 -4.0 3000 0.000411170869 rai
-0.0001405906 0.0000100000 -4.0 5000 0.000495837994 rai
-0.0001405906 0.0000100000 -4.0 7000 0.000604597546 rai
-0.0001405906 0.0000134138 0.0 0 0.000344585865 rai
-0.0001405906 0.0000134138 0.0 1000 0.000369909495 rai
-0.0001405906 0.0000134138 0.0 3000 0.000431286690 rai
-0.0001405906 0.0000134138 0.0 5000 0.000514154864 rai
-0.0001405906 0.0000134138 0.0 7000 0.000616915165 rai
-0.0001405906 0.0000134138 -2.0 0 0.000319597238 rai
-0.0001405906 0.0000134138 -2.0 1000 0.000346797333 rai
-0.0001405906 0.0000134138 -2.0 3000 0.000408385886 rai
-0.0001405906 0.0000134138 -2.0 5000 0.000491779904 rai
-0.0001405906 0.0000134138 -2.0 7000 0.000606206371 rai
-0.0001405906 0.0000134138 -4.0 0 0.000319588135 rai
-0.0001405906 0.0000134138 -4.0 1000 0.000344912700 rai
-0.0001405906 0.0000134138 -4.0 3000 0.000406907839 rai
-0.0001405906 0.0000134138 -4.0 5000 0.000492202564 rai
-0.0001405906 0.0000134138 -4.0 7000 0.000602880125 rai
-0.0001405906 0.0000179929 0.0 0 0.000347561201 rai
-0.0001405906 0.0000179929 0.0 1000 0.000372307211 rai
-0.0001405906 0.0000179929 0.0 3000 0.000435001834 rai
-0.0001405906 0.0000179929 0.0 5000 0.000515186956 rai
-0.0001405906 0.0000179929 0.0 7000 0.000620649586 rai
-0.0001405906 0.0000179929 -2.0 0 0.000314559135 rai
-0.0001405906 0.0000179929 -2.0 1000 0.000339053899 rai
-0.0001405906 0.0000179929 -2.0 3000 0.000404891103 rai
-0.0001405906 0.0000179929 -2.0 5000 0.000487973058 rai
-0.0001405906 0.0000179929 -2.0 7000 0.000602020594 rai
-0.0001405906 0.0000179929 -4.0 0 0.000311671439 rai
-0.0001405906 0.0000179929 -4.0 1000 0.000337902746 rai
-0.0001405906 0.0000179929 -4.0 3000 0.000400541437 rai
-0.0001405906 0.0000179929 -4.0 5000 0.000488911106 rai
-0.0001405906 0.0000179929 -4.0 7000 0.000599475434 rai
-0.0001405906 0.0000241353 0.0 0 0.000351890519 rai
-0.0001405906 0.0000241353 0.0 1000 0.000378426012 rai
-0.0001405906 0.0000241353 0.0 3000 0.000440747839 rai
-0.0001405906 0.0000241353 0.0 5000 0.000521091752 rai
-0.0001405906 0.0000241353 0.0 7000 0.000626614522 rai
-0.0001405906 0.0000241353 -2.0 0 0.000306902945 rai
-0.0001405906 0.0000241353 -2.0 1000 0.000332522771 rai
-0.0001405906 0.0000241353 -2.0 3000 0.000396859543 rai
-0.0001405906 0.0000241353 -2.0 5000 0.000483878668 rai
-0.0001405906 0.0000241353 -2.0 7000 0.000599050587 rai
-0.0001405906 0.0000241353 -4.0 0 0.000304762327 rai
-0.0001405906 0.0000241353 -4.0 1000 0.000330024345 rai
-0.0001405906 0.0000241353 -4.0 3000 0.000394043693 rai
-0.0001405906 0.0000241353 -4.0 5000 0.000481956232 rai
-0.0001405906 0.0000241353 -4.0 7000 0.000597575002 rai
-0.0001405906 0.0000323745 0.0 0 0.000363596536 rai
-0.0001405906 0.0000323745 0.0 1000 0.000390391630 rai
-0.0001405906 0.0000323745 0.0 3000 0.000451185996 rai
-0.0001405906 0.0000323745 0.0 5000 0.000533696254 rai
-0.0001405906 0.0000323745 0.0 7000 0.000639645931 rai
-0.0001405906 0.0000323745 -2.0 0 0.000297751575 rai
-0.0001405906 0.0000323745 -2.0 1000 0.000325791330 rai
-0.0001405906 0.0000323745 -2.0 3000 0.000388460108 rai
-0.0001405906 0.0000323745 -2.0 5000 0.000479215406 rai
-0.0001405906 0.0000323745 -2.0 7000 0.000599240361 rai
-0.0001405906 0.0000323745 -4.0 0 0.000293738279 rai
-0.0001405906 0.0000323745 -4.0 1000 0.000318551270 rai
-0.0001405906 0.0000323745 -4.0 3000 0.000384407379 rai
-0.0001405906 0.0000323745 -4.0 5000 0.000474569669 rai
-0.0001405906 0.0000323745 -4.0 7000 0.000596991016 rai
-0.0001405906 0.0000434264 0.0 0 0.000449462814 fedya
-0.0001405906 0.0000434264 0.0 1000 0.000441997793 fedya
-0.0001405906 0.0000434264 0.0 3000 0.000522046008 fedya
-0.0001405906 0.0000434264 0.0 5000 0.000590572330 fedya
-0.0001405906 0.0000434264 0.0 7000 0.000708409932 fedya
-0.0001405906 0.0000434264 -2.0 0 0.000287100107 rai
-0.0001405906 0.0000434264 -2.0 1000 0.000314210242 rai
-0.0001405906 0.0000434264 -2.0 3000 0.000379878535 rai
-0.0001405906 0.0000434264 -2.0 5000 0.000473340676 rai
-0.0001405906 0.0000434264 -2.0 7000 0.000599705528 rai
-0.0001405906 0.0000434264 -4.0 0 0.000281899635 rai
-0.0001405906 0.0000434264 -4.0 1000 0.000306285574 rai
-0.0001405906 0.0000434264 -4.0 3000 0.000375472002 rai
-0.0001405906 0.0000434264 -4.0 5000 0.000468217177 rai
-0.0001405906 0.0000434264 -4.0 7000 0.000594870851 rai
-0.0001405906 0.0000582511 0.0 0 0.000804393250 fedya
-0.0001405906 0.0000582511 0.0 1000 0.000840133931 fedya
-0.0001405906 0.0000582511 0.0 3000 0.000917588199 fedya
-0.0001405906 0.0000582511 0.0 5000 0.000823804638 fedya
-0.0001405906 0.0000582511 0.0 7000 0.001035194181 fedya
-0.0001405906 0.0000582511 -2.0 0 0.000277129699 rai
-0.0001405906 0.0000582511 -2.0 1000 0.000304491704 rai
-0.0001405906 0.0000582511 -2.0 3000 0.000371817578 rai
-0.0001405906 0.0000582511 -2.0 5000 0.000466533462 rai
-0.0001405906 0.0000582511 -2.0 7000 0.000601188750 rai
-0.0001405906 0.0000582511 -4.0 0 0.000268733670 rai
-0.0001405906 0.0000582511 -4.0 1000 0.000293852460 rai
-0.0001405906 0.0000582511 -4.0 3000 0.000361909060 rai
-0.0001405906 0.0000582511 -4.0 5000 0.000461031810 rai
-0.0001405906 0.0000582511 -4.0 7000 0.000598679246 rai
-0.0001405906 0.0000781367 0.0 0 0.001920073670 fedya
-0.0001405906 0.0000781367 0.0 1000 0.002017918700 fedya
-0.0001405906 0.0000781367 0.0 3000 0.002083671800 fedya
-0.0001405906 0.0000781367 0.0 5000 0.002299098730 fedya
-0.0001405906 0.0000781367 0.0 7000 0.002196826290 fedya
-0.0001405906 0.0000781367 -2.0 0 0.000264086953 rai
-0.0001405906 0.0000781367 -2.0 1000 0.000293195370 rai
-0.0001405906 0.0000781367 -2.0 3000 0.000362393270 rai
-0.0001405906 0.0000781367 -2.0 5000 0.000466455676 rai
-0.0001405906 0.0000781367 -2.0 7000 0.000611600505 rai
-0.0001405906 0.0000781367 -4.0 0 0.000253484778 rai
-0.0001405906 0.0000781367 -4.0 1000 0.000278096051 rai
-0.0001405906 0.0000781367 -4.0 3000 0.000349247945 rai
-0.0001405906 0.0000781367 -4.0 5000 0.000455000933 rai
-0.0001405906 0.0000781367 -4.0 7000 0.000604519166 rai
-0.0001405906 0.0001048107 -2.0 0 0.000289824195 fedya
-0.0001405906 0.0001048107 -2.0 1000 0.000329029719 fedya
-0.0001405906 0.0001048107 -2.0 3000 0.000352917075 fedya
-0.0001405906 0.0001048107 -2.0 5000 0.000453178066 fedya
-0.0001405906 0.0001048107 -2.0 7000 0.000652541343 fedya
-0.0001405906 0.0001048107 -4.0 0 0.000235983787 rai
-0.0001405906 0.0001048107 -4.0 1000 0.000261790187 rai
-0.0001405906 0.0001048107 -4.0 3000 0.000337026870 rai
-0.0001405906 0.0001048107 -4.0 5000 0.000451466378 rai
-0.0001405906 0.0001048107 -4.0 7000 0.000621850968 rai
-0.0001405906 0.0001405906 -2.0 0 0.000330892125 fedya
-0.0001405906 0.0001405906 -2.0 1000 0.000331982801 fedya
-0.0001405906 0.0001405906 -2.0 3000 0.000425776269 fedya
-0.0001405906 0.0001405906 -2.0 5000 0.000557746732 fedya
-0.0001405906 0.0001405906 -2.0 7000 0.000767944977 fedya
-0.0001405906 0.0001405906 -4.0 0 0.000218367967 rai
-0.0001405906 0.0001405906 -4.0 1000 0.000245830195 rai
-0.0001405906 0.0001405906 -4.0 3000 0.000325031426 rai
-0.0001405906 0.0001405906 -4.0 5000 0.000456278920 rai
-0.0001405906 0.0001405906 -4.0 7000 0.000657207477 rai
-0.0001405906 0.0001885849 -2.0 0 0.000522353878 fedya
-0.0001405906 0.0001885849 -2.0 1000 0.000568492873 fedya
-0.0001405906 0.0001885849 -2.0 3000 0.000702027994 fedya
-0.0001405906 0.0001885849 -2.0 5000 0.000804224037 fedya
-0.0001405906 0.0001885849 -2.0 7000 0.000878939725 fedya
-0.0001405906 0.0001885849 -4.0 0 0.000196181598 fedya
-0.0001405906 0.0001885849 -4.0 1000 0.000234955867 fedya
-0.0001405906 0.0001885849 -4.0 3000 0.000345624478 fedya
-0.0001405906 0.0001885849 -4.0 5000 0.000469169534 fedya
-0.0001405906 0.0001885849 -4.0 7000 0.000700763325 fedya
-0.0001405906 0.0002529633 -2.0 0 0.001037614733 fedya
-0.0001405906 0.0002529633 -2.0 1000 0.000944538414 fedya
-0.0001405906 0.0002529633 -2.0 3000 0.001112505987 fedya
-0.0001405906 0.0002529633 -2.0 5000 0.001429083284 fedya
-0.0001405906 0.0002529633 -2.0 7000 0.001687684610 fedya
-0.0001405906 0.0002529633 -4.0 0 0.000197026069 fedya
-0.0001405906 0.0002529633 -4.0 1000 0.000241254193 fedya
-0.0001405906 0.0002529633 -4.0 3000 0.000358365862 fedya
-0.0001405906 0.0002529633 -4.0 5000 0.000510028072 fedya
-0.0001405906 0.0002529633 -4.0 7000 0.000892081357 fedya
-0.0001405906 0.0003393191 -2.0 0 0.001422627746 fedya
-0.0001405906 0.0003393191 -2.0 1000 0.001705788500 fedya
-0.0001405906 0.0003393191 -2.0 3000 0.001956075540 fedya
-0.0001405906 0.0003393191 -2.0 5000 0.002088326440 fedya
-0.0001405906 0.0003393191 -2.0 7000 0.002742323050 fedya
-0.0001405906 0.0003393191 -4.0 0 0.000284484672 fedya
-0.0001405906 0.0003393191 -4.0 1000 0.000318312802 fedya
-0.0001405906 0.0003393191 -4.0 3000 0.000425315000 fedya
-0.0001405906 0.0003393191 -4.0 5000 0.000610863742 fedya
-0.0001405906 0.0003393191 -4.0 7000 0.001038873755 fedya
-0.0001405906 0.0004551546 -4.0 0 0.000393170956 fedya
-0.0001405906 0.0004551546 -4.0 1000 0.000492366329 fedya
-0.0001405906 0.0004551546 -4.0 3000 0.000648417262 fedya
-0.0001405906 0.0004551546 -4.0 5000 0.001085678234 fedya
-0.0001405906 0.0004551546 -4.0 7000 0.001316623131 fedya
-0.0001405906 0.0006105337 -4.0 0 0.000762994679 fedya
-0.0001405906 0.0006105337 -4.0 1000 0.000834227629 fedya
-0.0001405906 0.0006105337 -4.0 3000 0.001025435130 fedya
-0.0001405906 0.0006105337 -4.0 5000 0.001601343050 fedya
-0.0001405906 0.0006105337 -4.0 7000 0.001919660380 fedya
-0.0001405906 0.0008189556 -4.0 0 0.001094409924 fedya
-0.0001405906 0.0008189556 -4.0 1000 0.001343714054 fedya
-0.0001405906 0.0008189556 -4.0 3000 0.001850143300 fedya
-0.0001405906 0.0008189556 -4.0 5000 0.002058023920 fedya
-0.0001405906 0.0008189556 -4.0 7000 0.002493710080 fedya
-0.0001405906 0.0010985278 -4.0 0 0.001292888089 fedya
-0.0001405906 0.0010985278 -4.0 1000 0.001592152338 fedya
-0.0001405906 0.0010985278 -4.0 3000 0.002267877170 fedya
-0.0001405906 0.0010985278 -4.0 5000 0.002481632090 fedya
-0.0001405906 0.0010985278 -4.0 7000 0.003097859560 fedya
-0.0001405906 0.0014735393 -4.0 0 0.001934306090 fedya
-0.0001405906 0.0014735393 -4.0 1000 0.001956140120 fedya
-0.0001405906 0.0014735393 -4.0 3000 0.002552037650 fedya
-0.0001405906 0.0014735393 -4.0 5000 0.003056643170 fedya
-0.0001405906 0.0014735393 -4.0 7000 0.003520953390 fedya
-0.0001048107 0.0000100000 0.0 0 0.000461516196 rai
-0.0001048107 0.0000100000 0.0 1000 0.000487123286 rai
-0.0001048107 0.0000100000 0.0 3000 0.000544890153 rai
-0.0001048107 0.0000100000 0.0 5000 0.000614648469 rai
-0.0001048107 0.0000100000 0.0 7000 0.000698659202 rai
-0.0001048107 0.0000100000 -2.0 0 0.000430373108 rai
-0.0001048107 0.0000100000 -2.0 1000 0.000454599651 rai
-0.0001048107 0.0000100000 -2.0 3000 0.000512391845 rai
-0.0001048107 0.0000100000 -2.0 5000 0.000584017880 rai
-0.0001048107 0.0000100000 -2.0 7000 0.000673652998 rai
-0.0001048107 0.0000100000 -4.0 0 0.000428375705 rai
-0.0001048107 0.0000100000 -4.0 1000 0.000452412192 rai
-0.0001048107 0.0000100000 -4.0 3000 0.000510821279 rai
-0.0001048107 0.0000100000 -4.0 5000 0.000584020290 rai
-0.0001048107 0.0000100000 -4.0 7000 0.000671575898 rai
-0.0001048107 0.0000134138 0.0 0 0.000464171135 rai
-0.0001048107 0.0000134138 0.0 1000 0.000490527673 rai
-0.0001048107 0.0000134138 0.0 3000 0.000547423207 rai
-0.0001048107 0.0000134138 0.0 5000 0.000616233406 rai
-0.0001048107 0.0000134138 0.0 7000 0.000702920597 rai
-0.0001048107 0.0000134138 -2.0 0 0.000421631503 rai
-0.0001048107 0.0000134138 -2.0 1000 0.000446921124 rai
-0.0001048107 0.0000134138 -2.0 3000 0.000507431905 rai
-0.0001048107 0.0000134138 -2.0 5000 0.000580003483 rai
-0.0001048107 0.0000134138 -2.0 7000 0.000668320488 rai
-0.0001048107 0.0000134138 -4.0 0 0.000417882632 rai
-0.0001048107 0.0000134138 -4.0 1000 0.000442111807 rai
-0.0001048107 0.0000134138 -4.0 3000 0.000501975023 rai
-0.0001048107 0.0000134138 -4.0 5000 0.000573810544 rai
-0.0001048107 0.0000134138 -4.0 7000 0.000665815908 rai
-0.0001048107 0.0000179929 0.0 0 0.000471260076 rai
-0.0001048107 0.0000179929 0.0 1000 0.000497318728 rai
-0.0001048107 0.0000179929 0.0 3000 0.000554071446 rai
-0.0001048107 0.0000179929 0.0 5000 0.000625368536 rai
-0.0001048107 0.0000179929 0.0 7000 0.000710480869 rai
-0.0001048107 0.0000179929 -2.0 0 0.000412704569 rai
-0.0001048107 0.0000179929 -2.0 1000 0.000436811820 rai
-0.0001048107 0.0000179929 -2.0 3000 0.000497136720 rai
-0.0001048107 0.0000179929 -2.0 5000 0.000568860473 rai
-0.0001048107 0.0000179929 -2.0 7000 0.000662601918 rai
-0.0001048107 0.0000179929 -4.0 0 0.000406793006 rai
-0.0001048107 0.0000179929 -4.0 1000 0.000430693547 rai
-0.0001048107 0.0000179929 -4.0 3000 0.000492660841 rai
-0.0001048107 0.0000179929 -4.0 5000 0.000564831124 rai
-0.0001048107 0.0000179929 -4.0 7000 0.000658118672 rai
-0.0001048107 0.0000241353 0.0 0 0.000488385730 rai
-0.0001048107 0.0000241353 0.0 1000 0.000511534694 rai
-0.0001048107 0.0000241353 0.0 3000 0.000569301342 rai
-0.0001048107 0.0000241353 0.0 5000 0.000639893976 rai
-0.0001048107 0.0000241353 0.0 7000 0.000725929607 rai
-0.0001048107 0.0000241353 -2.0 0 0.000399296819 rai
-0.0001048107 0.0000241353 -2.0 1000 0.000424244850 rai
-0.0001048107 0.0000241353 -2.0 3000 0.000484886661 rai
-0.0001048107 0.0000241353 -2.0 5000 0.000560274968 rai
-0.0001048107 0.0000241353 -2.0 7000 0.000654640069 rai
-0.0001048107 0.0000241353 -4.0 0 0.000392983913 rai
-0.0001048107 0.0000241353 -4.0 1000 0.000419569732 rai
-0.0001048107 0.0000241353 -4.0 3000 0.000479356022 rai
-0.0001048107 0.0000241353 -4.0 5000 0.000554389473 rai
-0.0001048107 0.0000241353 -4.0 7000 0.000648542274 rai
-0.0001048107 0.0000323745 0.0 0 0.000530140053 fedya
-0.0001048107 0.0000323745 0.0 1000 0.000540865138 fedya
-0.0001048107 0.0000323745 0.0 3000 0.000696454740 fedya
-0.0001048107 0.0000323745 0.0 5000 0.000694504932 fedya
-0.0001048107 0.0000323745 0.0 7000 0.000831268248 fedya
-0.0001048107 0.0000323745 -2.0 0 0.000388808003 rai
-0.0001048107 0.0000323745 -2.0 1000 0.000412339373 rai
-0.0001048107 0.0000323745 -2.0 3000 0.000473105520 rai
-0.0001048107 0.0000323745 -2.0 5000 0.000550629417 rai
-0.0001048107 0.0000323745 -2.0 7000 0.000648424128 rai
-0.0001048107 0.0000323745 -4.0 0 0.000378657530 rai
-0.0001048107 0.0000323745 -4.0 1000 0.000404249644 rai
-0.0001048107 0.0000323745 -4.0 3000 0.000464859763 rai
-0.0001048107 0.0000323745 -4.0 5000 0.000540948686 rai
-0.0001048107 0.0000323745 -4.0 7000 0.000640282351 rai
-0.0001048107 0.0000434264 0.0 0 0.000949202072 fedya
-0.0001048107 0.0000434264 0.0 1000 0.000970953341 fedya
-0.0001048107 0.0000434264 0.0 3000 0.000963249108 fedya
-0.0001048107 0.0000434264 0.0 5000 0.001086670430 fedya
-0.0001048107 0.0000434264 0.0 7000 0.001095432166 fedya
-0.0001048107 0.0000434264 -2.0 0 0.000372784190 rai
-0.0001048107 0.0000434264 -2.0 1000 0.000397956600 rai
-0.0001048107 0.0000434264 -2.0 3000 0.000460660781 rai
-0.0001048107 0.0000434264 -2.0 5000 0.000537970027 rai
-0.0001048107 0.0000434264 -2.0 7000 0.000641514715 rai
-0.0001048107 0.0000434264 -4.0 0 0.000359808738 rai
-0.0001048107 0.0000434264 -4.0 1000 0.000383009008 rai
-0.0001048107 0.0000434264 -4.0 3000 0.000446490682 rai
-0.0001048107 0.0000434264 -4.0 5000 0.000527109759 rai
-0.0001048107 0.0000434264 -4.0 7000 0.000632960830 rai
-0.0001048107 0.0000582511 0.0 0 0.002031244360 fedya
-0.0001048107 0.0000582511 0.0 1000 0.002065607330 fedya
-0.0001048107 0.0000582511 0.0 3000 0.002097240540 fedya
-0.0001048107 0.0000582511 0.0 5000 0.002139352670 fedya
-0.0001048107 0.0000582511 0.0 7000 0.002388182830 fedya
-0.0001048107 0.0000582511 -2.0 0 0.000356541337 rai
-0.0001048107 0.0000582511 -2.0 1000 0.000382853170 rai
-0.0001048107 0.0000582511 -2.0 3000 0.000445261673 rai
-0.0001048107 0.0000582511 -2.0 5000 0.000529654028 rai
-0.0001048107 0.0000582511 -2.0 7000 0.000639661945 rai
-0.0001048107 0.0000582511 -4.0 0 0.000339162050 rai
-0.0001048107 0.0000582511 -4.0 1000 0.000364148416 rai
-0.0001048107 0.0000582511 -4.0 3000 0.000428126843 rai
-0.0001048107 0.0000582511 -4.0 5000 0.000511995588 rai
-0.0001048107 0.0000582511 -4.0 7000 0.000625536350 rai
-0.0001048107 0.0000781367 -2.0 0 0.000345452928 fedya
-0.0001048107 0.0000781367 -2.0 1000 0.000379735528 fedya
-0.0001048107 0.0000781367 -2.0 3000 0.000433714387 fedya
-0.0001048107 0.0000781367 -2.0 5000 0.000559532263 fedya
-0.0001048107 0.0000781367 -2.0 7000 0.000667800923 fedya
-0.0001048107 0.0000781367 -4.0 0 0.000316297768 rai
-0.0001048107 0.0000781367 -4.0 1000 0.000341359170 rai
-0.0001048107 0.0000781367 -4.0 3000 0.000406999220 rai
-0.0001048107 0.0000781367 -4.0 5000 0.000499298212 rai
-0.0001048107 0.0000781367 -4.0 7000 0.000622893867 rai
-0.0001048107 0.0001048107 -2.0 0 0.000386187065 fedya
-0.0001048107 0.0001048107 -2.0 1000 0.000406895801 fedya
-0.0001048107 0.0001048107 -2.0 3000 0.000473288666 fedya
-0.0001048107 0.0001048107 -2.0 5000 0.000608819382 fedya
-0.0001048107 0.0001048107 -2.0 7000 0.000792355067 fedya
-0.0001048107 0.0001048107 -4.0 0 0.000293273179 rai
-0.0001048107 0.0001048107 -4.0 1000 0.000320177312 rai
-0.0001048107 0.0001048107 -4.0 3000 0.000388916530 rai
-0.0001048107 0.0001048107 -4.0 5000 0.000489561258 rai
-0.0001048107 0.0001048107 -4.0 7000 0.000631276988 rai
-0.0001048107 0.0001405906 -2.0 0 0.000564068863 fedya
-0.0001048107 0.0001405906 -2.0 1000 0.000572899806 fedya
-0.0001048107 0.0001405906 -2.0 3000 0.000787230279 fedya
-0.0001048107 0.0001405906 -2.0 5000 0.000832377575 fedya
-0.0001048107 0.0001405906 -2.0 7000 0.000992486261 fedya
-0.0001048107 0.0001405906 -4.0 0 0.000272480809 fedya
-0.0001048107 0.0001405906 -4.0 1000 0.000282822124 fedya
-0.0001048107 0.0001405906 -4.0 3000 0.000390317657 fedya
-0.0001048107 0.0001405906 -4.0 5000 0.000490967861 fedya
-0.0001048107 0.0001405906 -4.0 7000 0.000670415133 fedya
-0.0001048107 0.0001885849 -2.0 0 0.001087029791 fedya
-0.0001048107 0.0001885849 -2.0 1000 0.001149502336 fedya
-0.0001048107 0.0001885849 -2.0 3000 0.001183069921 fedya
-0.0001048107 0.0001885849 -2.0 5000 0.001339938230 fedya
-0.0001048107 0.0001885849 -2.0 7000 0.001753459720 fedya
-0.0001048107 0.0001885849 -4.0 0 0.000259407209 fedya
-0.0001048107 0.0001885849 -4.0 1000 0.000287333345 fedya
-0.0001048107 0.0001885849 -4.0 3000 0.000394369937 fedya
-0.0001048107 0.0001885849 -4.0 5000 0.000546804003 fedya
-0.0001048107 0.0001885849 -4.0 7000 0.000764488680 fedya
-0.0001048107 0.0002529633 -2.0 0 0.001766969190 fedya
-0.0001048107 0.0002529633 -2.0 1000 0.001874637620 fedya
-0.0001048107 0.0002529633 -2.0 3000 0.001951764910 fedya
-0.0001048107 0.0002529633 -2.0 5000 0.002084300490 fedya
-0.0001048107 0.0002529633 -2.0 7000 0.002307672720 fedya
-0.0001048107 0.0002529633 -4.0 0 0.000425955663 fedya
-0.0001048107 0.0002529633 -4.0 1000 0.000405321536 fedya
-0.0001048107 0.0002529633 -4.0 3000 0.000499460873 fedya
-0.0001048107 0.0002529633 -4.0 5000 0.000678042399 fedya
-0.0001048107 0.0002529633 -4.0 7000 0.000872611410 fedya
-0.0001048107 0.0003393191 -4.0 0 0.000528133338 fedya
-0.0001048107 0.0003393191 -4.0 1000 0.000644398672 fedya
-0.0001048107 0.0003393191 -4.0 3000 0.000635553271 fedya
-0.0001048107 0.0003393191 -4.0 5000 0.000950737049 fedya
-0.0001048107 0.0003393191 -4.0 7000 0.001239922655 fedya
-0.0001048107 0.0004551546 -4.0 0 0.000955175570 fedya
-0.0001048107 0.0004551546 -4.0 1000 0.000929011237 fedya
-0.0001048107 0.0004551546 -4.0 3000 0.001092807181 fedya
-0.0001048107 0.0004551546 -4.0 5000 0.001443906670 fedya
-0.0001048107 0.0004551546 -4.0 7000 0.001895116940 fedya
-0.0001048107 0.0006105337 -4.0 0 0.001188355119 fedya
-0.0001048107 0.0006105337 -4.0 1000 0.001367076792 fedya
-0.0001048107 0.0006105337 -4.0 3000 0.001551818450 fedya
-0.0001048107 0.0006105337 -4.0 5000 0.001852840700 fedya
-0.0001048107 0.0006105337 -4.0 7000 0.002162392590 fedya
-0.0001048107 0.0008189556 -4.0 0 0.001639549162 fedya
-0.0001048107 0.0008189556 -4.0 1000 0.001667995760 fedya
-0.0001048107 0.0008189556 -4.0 3000 0.001827211690 fedya
-0.0001048107 0.0008189556 -4.0 5000 0.002562906710 fedya
-0.0001048107 0.0008189556 -4.0 7000 0.002613072160 fedya
-0.0001048107 0.0010985278 -4.0 0 0.001662389462 fedya
-0.0001048107 0.0010985278 -4.0 1000 0.001833328360 fedya
-0.0001048107 0.0010985278 -4.0 3000 0.002666947570 fedya
-0.0001048107 0.0010985278 -4.0 5000 0.002821516060 fedya
-0.0001048107 0.0010985278 -4.0 7000 0.003290668200 fedya
-0.0000781367 0.0000100000 0.0 0 0.000624389558 rai
-0.0000781367 0.0000100000 0.0 1000 0.000647297031 rai
-0.0000781367 0.0000100000 0.0 3000 0.000703718208 rai
-0.0000781367 0.0000100000 0.0 5000 0.000765513574 rai
-0.0000781367 0.0000100000 0.0 7000 0.000838458297 rai
-0.0000781367 0.0000100000 -2.0 0 0.000566404868 rai
-0.0000781367 0.0000100000 -2.0 1000 0.000591116855 rai
-0.0000781367 0.0000100000 -2.0 3000 0.000645889791 rai
-0.0000781367 0.0000100000 -2.0 5000 0.000710731140 rai
-0.0000781367 0.0000100000 -2.0 7000 0.000785581009 rai
-0.0000781367 0.0000100000 -4.0 0 0.000560995880 rai
-0.0000781367 0.0000100000 -4.0 1000 0.000584527220 rai
-0.0000781367 0.0000100000 -4.0 3000 0.000640330808 rai
-0.0000781367 0.0000100000 -4.0 5000 0.000705703057 rai
-0.0000781367 0.0000100000 -4.0 7000 0.000780588278 rai
-0.0000781367 0.0000134138 0.0 0 0.000634669600 rai
-0.0000781367 0.0000134138 0.0 1000 0.000659228420 rai
-0.0000781367 0.0000134138 0.0 3000 0.000712282037 rai
-0.0000781367 0.0000134138 0.0 5000 0.000776020401 rai
-0.0000781367 0.0000134138 0.0 7000 0.000847065377 rai
-0.0000781367 0.0000134138 -2.0 0 0.000554223580 rai
-0.0000781367 0.0000134138 -2.0 1000 0.000577262361 rai
-0.0000781367 0.0000134138 -2.0 3000 0.000631844515 rai
-0.0000781367 0.0000134138 -2.0 5000 0.000697028513 rai
-0.0000781367 0.0000134138 -2.0 7000 0.000774005322 rai
-0.0000781367 0.0000134138 -4.0 0 0.000546874998 rai
-0.0000781367 0.0000134138 -4.0 1000 0.000571475483 rai
-0.0000781367 0.0000134138 -4.0 3000 0.000625930091 rai
-0.0000781367 0.0000134138 -4.0 5000 0.000692425379 rai
-0.0000781367 0.0000134138 -4.0 7000 0.000768839395 rai
-0.0000781367 0.0000179929 0.0 0 0.000655137716 rai
-0.0000781367 0.0000179929 0.0 1000 0.000677716614 rai
-0.0000781367 0.0000179929 0.0 3000 0.000732668648 rai
-0.0000781367 0.0000179929 0.0 5000 0.000795703584 rai
-0.0000781367 0.0000179929 0.0 7000 0.000868366243 rai
-0.0000781367 0.0000179929 -2.0 0 0.000537414435 rai
-0.0000781367 0.0000179929 -2.0 1000 0.000560791064 rai
-0.0000781367 0.0000179929 -2.0 3000 0.000616757765 rai
-0.0000781367 0.0000179929 -2.0 5000 0.000685606104 rai
-0.0000781367 0.0000179929 -2.0 7000 0.000764321846 rai
-0.0000781367 0.0000179929 -4.0 0 0.000529084222 rai
-0.0000781367 0.0000179929 -4.0 1000 0.000553024722 rai
-0.0000781367 0.0000179929 -4.0 3000 0.000609725947 rai
-0.0000781367 0.0000179929 -4.0 5000 0.000675569824 rai
-0.0000781367 0.0000179929 -4.0 7000 0.000753454083 rai
-0.0000781367 0.0000241353 0.0 0 0.000754992008 fedya
-0.0000781367 0.0000241353 0.0 1000 0.000761665065 fedya
-0.0000781367 0.0000241353 0.0 3000 0.000820324215 fedya
-0.0000781367 0.0000241353 0.0 5000 0.000860823866 fedya
-0.0000781367 0.0000241353 0.0 7000 0.000960929831 fedya
-0.0000781367 0.0000241353 -2.0 0 0.000519608897 rai
-0.0000781367 0.0000241353 -2.0 1000 0.000541653176 rai
-0.0000781367 0.0000241353 -2.0 3000 0.000599016920 rai
-0.0000781367 0.0000241353 -2.0 5000 0.000667035503 rai
-0.0000781367 0.0000241353 -2.0 7000 0.000747590889 rai
-0.0000781367 0.0000241353 -4.0 0 0.000508919548 rai
-0.0000781367 0.0000241353 -4.0 1000 0.000532215439 rai
-0.0000781367 0.0000241353 -4.0 3000 0.000589151989 rai
-0.0000781367 0.0000241353 -4.0 5000 0.000654813389 rai
