mu sigma alpha beta het how
-0.0035564262 0.0001885849 -4.0 5000 0.000686106383 rai
-0.0035564262 0.0001885849 -4.0 7000 0.000686875829 rai
-0.0035564262 0.0002529633 0.0 0 0.000013511998 rai
-0.0035564262 0.0002529633 0.0 1000 0.000214167808 rai
-0.0035564262 0.0002529633 0.0 3000 0.000701026603 rai
-0.0035564262 0.0002529633 0.0 5000 0.000701653784 rai
-0.0035564262 0.0002529633 0.0 7000 0.000702595321 rai
-0.0035564262 0.0002529633 -2.0 0 0.000012873337 rai
-0.0035564262 0.0002529633 -2.0 1000 0.000235491218 rai
-0.0035564262 0.0002529633 -2.0 3000 0.000683253319 rai
-0.0035564262 0.0002529633 -2.0 5000 0.000684662875 rai
-0.0035564262 0.0002529633 -2.0 7000 0.000684218970 rai
-0.0035564262 0.0002529633 -4.0 0 0.000012801273 rai
-0.0035564262 0.0002529633 -4.0 1000 0.000235148397 rai
-0.0035564262 0.0002529633 -4.0 3000 0.000683904066 rai
-0.0035564262 0.0002529633 -4.0 5000 0.000683134551 rai
-0.0035564262 0.0002529633 -4.0 7000 0.000683368176 rai
-0.0035564262 0.0003393191 0.0 0 0.000013598030 rai
-0.0035564262 0.0003393191 0.0 1000 0.000215217820 rai
-0.0035564262 0.0003393191 0.0 3000 0.000702565017 rai
-0.0035564262 0.0003393191 0.0 5000 0.000703842906 rai
-0.0035564262 0.0003393191 0.0 7000 0.000702261420 rai
-0.0035564262 0.0003393191 -2.0 0 0.000012663129 rai
-0.0035564262 0.0003393191 -2.0 1000 0.000240436057 rai
-0.0035564262 0.0003393191 -2.0 3000 0.000677542392 rai
-0.0035564262 0.0003393191 -2.0 5000 0.000677521174 rai
-0.0035564262 0.0003393191 -2.0 7000 0.000680628359 rai
-0.0035564262 0.0003393191 -4.0 0 0.000012688115 rai
-0.0035564262 0.0003393191 -4.0 1000 0.000243677093 rai
-0.0035564262 0.0003393191 -4.0 3000 0.000677242733 rai
-0.0035564262 0.0003393191 -4.0 5000 0.000677868199 rai
-0.0035564262 0.0003393191 -4.0 7000 0.000677361746 rai
-0.0035564262 0.0004551546 0.0 0 0.000013706289 rai
-0.0035564262 0.0004551546 0.0 1000 0.000215529371 rai
-0.0035564262 0.0004551546 0.0 3000 0.000703199711 rai
-0.0035564262 0.0004551546 0.0 5000 0.000704979353 rai
-0.0035564262 0.0004551546 0.0 7000 0.000705432168 rai
-0.0035564262 0.0004551546 -2.0 0 0.000012408918 rai
-0.0035564262 0.0004551546 -2.0 1000 0.000250778634 rai
-0.0035564262 0.0004551546 -2.0 3000 0.000672583406 rai
-0.0035564262 0.0004551546 -2.0 5000 0.000672132675 rai
-0.0035564262 0.0004551546 -2.0 7000 0.000674175274 rai
-0.0035564262 0.0004551546 -4.0 0 0.000012346390 rai
-0.0035564262 0.0004551546 -4.0 1000 0.000253431002 rai
-0.0035564262 0.0004551546 -4.0 3000 0.000668653470 rai
-0.0035564262 0.0004551546 -4.0 5000 0.000669243375 rai
-0.0035564262 0.0004551546 -4.0 7000 0.000671715405 rai
-0.0035564262 0.0006105337 0.0 0 0.000013926269 rai
-0.0035564262 0.0006105337 0.0 1000 0.000218892395 rai
-0.0035564262 0.0006105337 0.0 3000 0.000704027464 rai
-0.0035564262 0.0006105337 0.0 5000 0.000709448360 rai
-0.0035564262 0.0006105337 0.0 7000 0.000709222616 rai
-0.0035564262 0.0006105337 -2.0 0 0.000012212618 rai
-0.0035564262 0.0006105337 -2.0 1000 0.000263519481 rai
-0.0035564262 0.0006105337 -2.0 3000 0.000664333723 rai
-0.0035564262 0.0006105337 -2.0 5000 0.000665622479 rai
-0.0035564262 0.0006105337 -2.0 7000 0.000665440042 rai
-0.0035564262 0.0006105337 -4.0 0 0.000012074979 rai
-0.0035564262 0.0006105337 -4.0 1000 0.000267805751 rai
-0.0035564262 0.0006105337 -4.0 3000 0.000660456915 rai
-0.0035564262 0.0006105337 -4.0 5000 0.000660994068 rai
-0.0035564262 0.0006105337 -4.0 7000 0.000661550565 rai
-0.0035564262 0.0008189556 0.0 0 0.000014379156 rai
-0.0035564262 0.0008189556 0.0 1000 0.000223064400 rai
-0.0035564262 0.0008189556 0.0 3000 0.000704161965 rai
-0.0035564262 0.0008189556 0.0 5000 0.000715376477 rai
-0.0035564262 0.0008189556 0.0 7000 0.000717667991 rai
-0.0035564262 0.0008189556 -2.0 0 0.000011852524 rai
-0.0035564262 0.0008189556 -2.0 1000 0.000280744114 rai
-0.0035564262 0.0008189556 -2.0 3000 0.000652688166 rai
-0.0035564262 0.0008189556 -2.0 5000 0.000653730185 rai
-0.0035564262 0.0008189556 -2.0 7000 0.000656422114 rai
-0.0035564262 0.0008189556 -4.0 0 0.000011648173 rai
-0.0035564262 0.0008189556 -4.0 1000 0.000287100534 rai
-0.0035564262 0.0008189556 -4.0 3000 0.000648227169 rai
-0.0035564262 0.0008189556 -4.0 5000 0.000649982834 rai
-0.0035564262 0.0008189556 -4.0 7000 0.000650311033 rai
-0.0035564262 0.0010985278 0.0 0 0.000031404670 fedya
-0.0035564262 0.0010985278 0.0 1000 0.000286199664 fedya
-0.0035564262 0.0010985278 0.0 3000 0.000799380933 fedya
-0.0035564262 0.0010985278 0.0 5000 0.000814359596 fedya
-0.0035564262 0.0010985278 0.0 7000 0.000816746047 fedya
-0.0035564262 0.0010985278 -2.0 0 0.000011412528 rai
-0.0035564262 0.0010985278 -2.0 1000 0.000300517439 rai
-0.0035564262 0.0010985278 -2.0 3000 0.000641108421 rai
-0.0035564262 0.0010985278 -2.0 5000 0.000643962243 rai
-0.0035564262 0.0010985278 -2.0 7000 0.000641046698 rai
-0.0035564262 0.0010985278 -4.0 0 0.000011118712 rai
-0.0035564262 0.0010985278 -4.0 1000 0.000306295168 rai
-0.0035564262 0.0010985278 -4.0 3000 0.000635297597 rai
-0.0035564262 0.0010985278 -4.0 5000 0.000636859952 rai
-0.0035564262 0.0010985278 -4.0 7000 0.000635421857 rai
-0.0035564262 0.0014735393 0.0 0 0.000307831199 fedya
-0.0035564262 0.0014735393 0.0 1000 0.000455542064 fedya
-0.0035564262 0.0014735393 0.0 3000 0.001177388862 fedya
-0.0035564262 0.0014735393 0.0 5000 0.001238653111 fedya
-0.0035564262 0.0014735393 0.0 7000 0.001206639485 fedya
-0.0035564262 0.0014735393 -2.0 0 0.000010992139 rai
-0.0035564262 0.0014735393 -2.0 1000 0.000320126268 rai
-0.0035564262 0.0014735393 -2.0 3000 0.000626052967 rai
-0.0035564262 0.0014735393 -2.0 5000 0.000627940635 rai
-0.0035564262 0.0014735393 -2.0 7000 0.000627971663 rai
-0.0035564262 0.0014735393 -4.0 0 0.000010534431 rai
-0.0035564262 0.0014735393 -4.0 1000 0.000330447769 rai
-0.0035564262 0.0014735393 -4.0 3000 0.000619680105 rai
-0.0035564262 0.0014735393 -4.0 5000 0.000619010012 rai
-0.0035564262 0.0014735393 -4.0 7000 0.000618086767 rai
-0.0035564262 0.0019765710 0.0 0 0.001022754808 fedya
-0.0035564262 0.0019765710 0.0 1000 0.001708905524 fedya
-0.0035564262 0.0019765710 0.0 3000 0.002263039060 fedya
-0.0035564262 0.0019765710 0.0 5000 0.002655524610 fedya
-0.0035564262 0.0019765710 0.0 7000 0.002884380340 fedya
-0.0035564262 0.0019765710 -2.0 0 0.000010450042 rai
-0.0035564262 0.0019765710 -2.0 1000 0.000340904167 rai
-0.0035564262 0.0019765710 -2.0 3000 0.000609255478 rai
-0.0035564262 0.0019765710 -2.0 5000 0.000611097492 rai
-0.0035564262 0.0019765710 -2.0 7000 0.000611517208 rai
-0.0035564262 0.0019765710 -4.0 0 0.000010024034 rai
-0.0035564262 0.0019765710 -4.0 1000 0.000351406803 rai
-0.0035564262 0.0019765710 -4.0 3000 0.000598818194 rai
-0.0035564262 0.0019765710 -4.0 5000 0.000600252808 rai
-0.0035564262 0.0019765710 -4.0 7000 0.000600511888 rai
-0.0035564262 0.0026513259 -2.0 0 0.000009194267 fedya
-0.0035564262 0.0026513259 -2.0 1000 0.000398538402 fedya
-0.0035564262 0.0026513259 -2.0 3000 0.000667439526 fedya
-0.0035564262 0.0026513259 -2.0 5000 0.000696229322 fedya
-0.0035564262 0.0026513259 -2.0 7000 0.000702036948 fedya
-0.0035564262 0.0026513259 -4.0 0 0.000009412904 rai
-0.0035564262 0.0026513259 -4.0 1000 0.000369701484 rai
-0.0035564262 0.0026513259 -4.0 3000 0.000577048813 rai
-0.0035564262 0.0026513259 -4.0 5000 0.000577937676 rai
-0.0035564262 0.0026513259 -4.0 7000 0.000576969788 rai
-0.0035564262 0.0035564262 -2.0 0 0.000057028935 fedya
-0.0035564262 0.0035564262 -2.0 1000 0.000478378266 fedya
-0.0035564262 0.0035564262 -2.0 3000 0.000730479136 fedya
-0.0035564262 0.0035564262 -2.0 5000 0.000834940928 fedya
-0.0035564262 0.0035564262 -2.0 7000 0.000718145682 fedya
-0.0035564262 0.0035564262 -4.0 0 0.000008653925 rai
-0.0035564262 0.0035564262 -4.0 1000 0.000381749028 rai
-0.0035564262 0.0035564262 -4.0 3000 0.000551331209 rai
-0.0035564262 0.0035564262 -4.0 5000 0.000551524127 rai
-0.0035564262 0.0035564262 -4.0 7000 0.000552140599 rai
-0.0035564262 0.0047705064 -2.0 0 0.000308483081 fedya
-0.0035564262 0.0047705064 -2.0 1000 0.000758784057 fedya
-0.0035564262 0.0047705064 -2.0 3000 0.001037277342 fedya
-0.0035564262 0.0047705064 -2.0 5000 0.001030063315 fedya
-0.0035564262 0.0047705064 -2.0 7000 0.001145978722 fedya
-0.0035564262 0.0047705064 -4.0 0 0.000006710467 fedya
-0.0035564262 0.0047705064 -4.0 1000 0.000477561866 fedya
-0.0035564262 0.0047705064 -4.0 3000 0.000623042535 fedya
-0.0035564262 0.0047705064 -4.0 5000 0.000630364803 fedya
-0.0035564262 0.0047705064 -4.0 7000 0.000581743684 fedya
-0.0035564262 0.0063990452 -2.0 0 0.000649590494 fedya
-0.0035564262 0.0063990452 -2.0 1000 0.001195493745 fedya
-0.0035564262 0.0063990452 -2.0 3000 0.001404624255 fedya
-0.0035564262 0.0063990452 -2.0 5000 0.001712994210 fedya
-0.0035564262 0.0063990452 -2.0 7000 0.001775056730 fedya
-0.0035564262 0.0063990452 -4.0 0 0.000007481667 fedya
-0.0035564262 0.0063990452 -4.0 1000 0.000465327059 fedya
-0.0035564262 0.0063990452 -4.0 3000 0.000598209208 fedya
-0.0035564262 0.0063990452 -4.0 5000 0.000570355936 fedya
-0.0035564262 0.0063990452 -4.0 7000 0.000598233481 fedya
-0.0035564262 0.0085835287 -2.0 0 0.001068732298 fedya
-0.0035564262 0.0085835287 -2.0 1000 0.001957082900 fedya
-0.0035564262 0.0085835287 -2.0 3000 0.002449664620 fedya
-0.0035564262 0.0085835287 -2.0 5000 0.002534311230 fedya
-0.0035564262 0.0085835287 -2.0 7000 0.002507633090 fedya
-0.0035564262 0.0085835287 -4.0 0 0.000062686260 fedya
-0.0035564262 0.0085835287 -4.0 1000 0.000609834002 fedya
-0.0035564262 0.0085835287 -4.0 3000 0.000758493620 fedya
-0.0035564262 0.0085835287 -4.0 5000 0.000673824781 fedya
-0.0035564262 0.0085835287 -4.0 7000 0.000784014225 fedya
-0.0035564262 0.0115137436 -4.0 0 0.000335445735 fedya
-0.0035564262 0.0115137436 -4.0 1000 0.000877289753 fedya
-0.0035564262 0.0115137436 -4.0 3000 0.000974616150 fedya
-0.0035564262 0.0115137436 -4.0 5000 0.000996070770 fedya
-0.0035564262 0.0115137436 -4.0 7000 0.001005727598 fedya
-0.0026513259 0.0000100000 0.0 0 0.000017991406 rai
-0.0026513259 0.0000100000 0.0 1000 0.000132911191 rai
-0.0026513259 0.0000100000 0.0 3000 0.000797597093 rai
-0.0026513259 0.0000100000 0.0 5000 0.000812942358 rai
-0.0026513259 0.0000100000 0.0 7000 0.000812764235 rai
-0.0026513259 0.0000100000 -2.0 0 0.000018022861 rai
-0.0026513259 0.0000100000 -2.0 1000 0.000132877243 rai
-0.0026513259 0.0000100000 -2.0 3000 0.000795734994 rai
-0.0026513259 0.0000100000 -2.0 5000 0.000811512575 rai
-0.0026513259 0.0000100000 -2.0 7000 0.000812118756 rai
-0.0026513259 0.0000100000 -4.0 0 0.000018081044 rai
-0.0026513259 0.0000100000 -4.0 1000 0.000132981927 rai
-0.0026513259 0.0000100000 -4.0 3000 0.000796115495 rai
-0.0026513259 0.0000100000 -4.0 5000 0.000810466954 rai
-0.0026513259 0.0000100000 -4.0 7000 0.000812299003 rai
-0.0026513259 0.0000134138 0.0 0 0.000018082183 rai
-0.0026513259 0.0000134138 0.0 1000 0.000132758161 rai
-0.0026513259 0.0000134138 0.0 3000 0.000796021313 rai
-0.0026513259 0.0000134138 0.0 5000 0.000810148765 rai
-0.0026513259 0.0000134138 0.0 7000 0.000811289555 rai
-0.0026513259 0.0000134138 -2.0 0 0.000017964501 rai
-0.0026513259 0.0000134138 -2.0 1000 0.000133534397 rai
-0.0026513259 0.0000134138 -2.0 3000 0.000795079000 rai
-0.0026513259 0.0000134138 -2.0 5000 0.000811231505 rai
-0.0026513259 0.0000134138 -2.0 7000 0.000811992372 rai
-0.0026513259 0.0000134138 -4.0 0 0.000018044477 rai
-0.0026513259 0.0000134138 -4.0 1000 0.000133657790 rai
-0.0026513259 0.0000134138 -4.0 3000 0.000795237535 rai
-0.0026513259 0.0000134138 -4.0 5000 0.000810409898 rai
-0.0026513259 0.0000134138 -4.0 7000 0.000809952874 rai
-0.0026513259 0.0000179929 0.0 0 0.000018330045 rai
-0.0026513259 0.0000179929 0.0 1000 0.000133144882 rai
-0.0026513259 0.0000179929 0.0 3000 0.000796206267 rai
-0.0026513259 0.0000179929 0.0 5000 0.000812192969 rai
-0.0026513259 0.0000179929 0.0 7000 0.000811873607 rai
-0.0026513259 0.0000179929 -2.0 0 0.000017999250 rai
-0.0026513259 0.0000179929 -2.0 1000 0.000133480782 rai
-0.0026513259 0.0000179929 -2.0 3000 0.000795631919 rai
-0.0026513259 0.0000179929 -2.0 5000 0.000810639761 rai
-0.0026513259 0.0000179929 -2.0 7000 0.000809981168 rai
-0.0026513259 0.0000179929 -4.0 0 0.000018074077 rai
-0.0026513259 0.0000179929 -4.0 1000 0.000133898727 rai
-0.0026513259 0.0000179929 -4.0 3000 0.000794937857 rai
-0.0026513259 0.0000179929 -4.0 5000 0.000810539622 rai
-0.0026513259 0.0000179929 -4.0 7000 0.000808749423 rai
-0.0026513259 0.0000241353 0.0 0 0.000017990832 rai
-0.0026513259 0.0000241353 0.0 1000 0.000132704340 rai
-0.0026513259 0.0000241353 0.0 3000 0.000796990531 rai
-0.0026513259 0.0000241353 0.0 5000 0.000810552261 rai
-0.0026513259 0.0000241353 0.0 7000 0.000812768660 rai
-0.0026513259 0.0000241353 -2.0 0 0.000017972334 rai
-0.0026513259 0.0000241353 -2.0 1000 0.000134539557 rai
-0.0026513259 0.0000241353 -2.0 3000 0.000794364979 rai
-0.0026513259 0.0000241353 -2.0 5000 0.000809030123 rai
-0.0026513259 0.0000241353 -2.0 7000 0.000809271015 rai
-0.0026513259 0.0000241353 -4.0 0 0.000018020495 rai
-0.0026513259 0.0000241353 -4.0 1000 0.000133809741 rai
-0.0026513259 0.0000241353 -4.0 3000 0.000794572009 rai
-0.0026513259 0.0000241353 -4.0 5000 0.000808607327 rai
-0.0026513259 0.0000241353 -4.0 7000 0.000808168177 rai
-0.0026513259 0.0000323745 0.0 0 0.000018094707 rai
-0.0026513259 0.0000323745 0.0 1000 0.000132201825 rai
-0.0026513259 0.0000323745 0.0 3000 0.000796115043 rai
-0.0026513259 0.0000323745 0.0 5000 0.000811848159 rai
-0.0026513259 0.0000323745 0.0 7000 0.000811733779 rai
-0.0026513259 0.0000323745 -2.0 0 0.000017883328 rai
-0.0026513259 0.0000323745 -2.0 1000 0.000134422547 rai
-0.0026513259 0.0000323745 -2.0 3000 0.000794558931 rai
-0.0026513259 0.0000323745 -2.0 5000 0.000808785102 rai
-0.0026513259 0.0000323745 -2.0 7000 0.000808658356 rai
-0.0026513259 0.0000323745 -4.0 0 0.000017967412 rai
-0.0026513259 0.0000323745 -4.0 1000 0.000134701909 rai
-0.0026513259 0.0000323745 -4.0 3000 0.000793997660 rai
-0.0026513259 0.0000323745 -4.0 5000 0.000807657874 rai
-0.0026513259 0.0000323745 -4.0 7000 0.000808377803 rai
-0.0026513259 0.0000434264 0.0 0 0.000018153458 rai
-0.0026513259 0.0000434264 0.0 1000 0.000132274675 rai
-0.0026513259 0.0000434264 0.0 3000 0.000796363777 rai
-0.0026513259 0.0000434264 0.0 5000 0.000813008844 rai
-0.0026513259 0.0000434264 0.0 7000 0.000812455735 rai
-0.0026513259 0.0000434264 -2.0 0 0.000018017506 rai
-0.0026513259 0.0000434264 -2.0 1000 0.000134222455 rai
-0.0026513259 0.0000434264 -2.0 3000 0.000791916720 rai
-0.0026513259 0.0000434264 -2.0 5000 0.000807782029 rai
-0.0026513259 0.0000434264 -2.0 7000 0.000807303607 rai
-0.0026513259 0.0000434264 -4.0 0 0.000017939954 rai
-0.0026513259 0.0000434264 -4.0 1000 0.000134930983 rai
-0.0026513259 0.0000434264 -4.0 3000 0.000791546055 rai
-0.0026513259 0.0000434264 -4.0 5000 0.000806786073 rai
-0.0026513259 0.0000434264 -4.0 7000 0.000806586968 rai
-0.0026513259 0.0000582511 0.0 0 0.000018033845 rai
-0.0026513259 0.0000582511 0.0 1000 0.000133274901 rai
-0.0026513259 0.0000582511 0.0 3000 0.000796494999 rai
-0.0026513259 0.0000582511 0.0 5000 0.000811506623 rai
-0.0026513259 0.0000582511 0.0 7000 0.000810546844 rai
-0.0026513259 0.0000582511 -2.0 0 0.000017839493 rai
-0.0026513259 0.0000582511 -2.0 1000 0.000135901441 rai
-0.0026513259 0.0000582511 -2.0 3000 0.000792485721 rai
-0.0026513259 0.0000582511 -2.0 5000 0.000806577106 rai
-0.0026513259 0.0000582511 -2.0 7000 0.000806603216 rai
-0.0026513259 0.0000582511 -4.0 0 0.000017652935 rai
-0.0026513259 0.0000582511 -4.0 1000 0.000137292411 rai
-0.0026513259 0.0000582511 -4.0 3000 0.000792016296 rai
-0.0026513259 0.0000582511 -4.0 5000 0.000804291282 rai
-0.0026513259 0.0000582511 -4.0 7000 0.000805181637 rai
-0.0026513259 0.0000781367 0.0 0 0.000018048100 rai
-0.0026513259 0.0000781367 0.0 1000 0.000132354644 rai
-0.0026513259 0.0000781367 0.0 3000 0.000796762625 rai
-0.0026513259 0.0000781367 0.0 5000 0.000812575249 rai
-0.0026513259 0.0000781367 0.0 7000 0.000811530829 rai
-0.0026513259 0.0000781367 -2.0 0 0.000017782822 rai
-0.0026513259 0.0000781367 -2.0 1000 0.000136865520 rai
-0.0026513259 0.0000781367 -2.0 3000 0.000790234297 rai
-0.0026513259 0.0000781367 -2.0 5000 0.000804102458 rai
-0.0026513259 0.0000781367 -2.0 7000 0.000804597932 rai
-0.0026513259 0.0000781367 -4.0 0 0.000017747883 rai
-0.0026513259 0.0000781367 -4.0 1000 0.000137682200 rai
-0.0026513259 0.0000781367 -4.0 3000 0.000788521035 rai
-0.0026513259 0.0000781367 -4.0 5000 0.000803195298 rai
-0.0026513259 0.0000781367 -4.0 7000 0.000802943684 rai
-0.0026513259 0.0001048107 0.0 0 0.000018080347 rai
-0.0026513259 0.0001048107 0.0 1000 0.000132479804 rai
-0.0026513259 0.0001048107 0.0 3000 0.000796034804 rai
-0.0026513259 0.0001048107 0.0 5000 0.000812879146 rai
-0.0026513259 0.0001048107 0.0 7000 0.000812064088 rai
-0.0026513259 0.0001048107 -2.0 0 0.000017663139 rai
-0.0026513259 0.0001048107 -2.0 1000 0.000138335788 rai
-0.0026513259 0.0001048107 -2.0 3000 0.000787466885 rai
-0.0026513259 0.0001048107 -2.0 5000 0.000798856437 rai
-0.0026513259 0.0001048107 -2.0 7000 0.000802198913 rai
-0.0026513259 0.0001048107 -4.0 0 0.000017727089 rai
-0.0026513259 0.0001048107 -4.0 1000 0.000138149301 rai
-0.0026513259 0.0001048107 -4.0 3000 0.000786642405 rai
-0.0026513259 0.0001048107 -4.0 5000 0.000799950787 rai
-0.0026513259 0.0001048107 -4.0 7000 0.000799530866 rai
-0.0026513259 0.0001405906 0.0 0 0.000018237028 rai
-0.0026513259 0.0001405906 0.0 1000 0.000133158708 rai
-0.0026513259 0.0001405906 0.0 3000 0.000795176418 rai
-0.0026513259 0.0001405906 0.0 5000 0.000813506121 rai
-0.0026513259 0.0001405906 0.0 7000 0.000812987229 rai
-0.0026513259 0.0001405906 -2.0 0 0.000017510215 rai
-0.0026513259 0.0001405906 -2.0 1000 0.000139623020 rai
-0.0026513259 0.0001405906 -2.0 3000 0.000784182213 rai
-0.0026513259 0.0001405906 -2.0 5000 0.000798297575 rai
-0.0026513259 0.0001405906 -2.0 7000 0.000797211844 rai
-0.0026513259 0.0001405906 -4.0 0 0.000017270729 rai
-0.0026513259 0.0001405906 -4.0 1000 0.000140304965 rai
-0.0026513259 0.0001405906 -4.0 3000 0.000784950153 rai
-0.0026513259 0.0001405906 -4.0 5000 0.000796435917 rai
-0.0026513259 0.0001405906 -4.0 7000 0.000795825718 rai
-0.0026513259 0.0001885849 0.0 0 0.000018287797 rai
-0.0026513259 0.0001885849 0.0 1000 0.000134015665 rai
-0.0026513259 0.0001885849 0.0 3000 0.000795601152 rai
-0.0026513259 0.0001885849 0.0 5000 0.000812363141 rai
-0.0026513259 0.0001885849 0.0 7000 0.000813904443 rai
-0.0026513259 0.0001885849 -2.0 0 0.000017274416 rai
-0.0026513259 0.0001885849 -2.0 1000 0.000141464396 rai
-0.0026513259 0.0001885849 -2.0 3000 0.000782186063 rai
-0.0026513259 0.0001885849 -2.0 5000 0.000792012109 rai
-0.0026513259 0.0001885849 -2.0 7000 0.000792500443 rai
-0.0026513259 0.0001885849 -4.0 0 0.000017146280 rai
-0.0026513259 0.0001885849 -4.0 1000 0.000143287563 rai
-0.0026513259 0.0001885849 -4.0 3000 0.000781370345 rai
-0.0026513259 0.0001885849 -4.0 5000 0.000791107293 rai
-0.0026513259 0.0001885849 -4.0 7000 0.000791454595 rai
-0.0026513259 0.0002529633 0.0 0 0.000018338961 rai
-0.0026513259 0.0002529633 0.0 1000 0.000134657000 rai
-0.0026513259 0.0002529633 0.0 3000 0.000795403492 rai
-0.0026513259 0.0002529633 0.0 5000 0.000814238468 rai
-0.0026513259 0.0002529633 0.0 7000 0.000815286273 rai
-0.0026513259 0.0002529633 -2.0 0 0.000016960505 rai
-0.0026513259 0.0002529633 -2.0 1000 0.000147628313 rai
-0.0026513259 0.0002529633 -2.0 3000 0.000775926283 rai
-0.0026513259 0.0002529633 -2.0 5000 0.000786527306 rai
-0.0026513259 0.0002529633 -2.0 7000 0.000786735246 rai
-0.0026513259 0.0002529633 -4.0 0 0.000017052989 rai
-0.0026513259 0.0002529633 -4.0 1000 0.000146748394 rai
-0.0026513259 0.0002529633 -4.0 3000 0.000775142186 rai
-0.0026513259 0.0002529633 -4.0 5000 0.000784502117 rai
-0.0026513259 0.0002529633 -4.0 7000 0.000782841728 rai
-0.0026513259 0.0003393191 0.0 0 0.000018559557 rai
-0.0026513259 0.0003393191 0.0 1000 0.000134820707 rai
-0.0026513259 0.0003393191 0.0 3000 0.000792498273 rai
-0.0026513259 0.0003393191 0.0 5000 0.000816695022 rai
-0.0026513259 0.0003393191 0.0 7000 0.000817014686 rai
-0.0026513259 0.0003393191 -2.0 0 0.000016687087 rai
-0.0026513259 0.0003393191 -2.0 1000 0.000152446102 rai
-0.0026513259 0.0003393191 -2.0 3000 0.000771043823 rai
-0.0026513259 0.0003393191 -2.0 5000 0.000779449558 rai
-0.0026513259 0.0003393191 -2.0 7000 0.000780861896 rai
-0.0026513259 0.0003393191 -4.0 0 0.000016561845 rai
-0.0026513259 0.0003393191 -4.0 1000 0.000153484553 rai
-0.0026513259 0.0003393191 -4.0 3000 0.000770411708 rai
-0.0026513259 0.0003393191 -4.0 5000 0.000777104578 rai
-0.0026513259 0.0003393191 -4.0 7000 0.000775428833 rai
-0.0026513259 0.0004551546 0.0 0 0.000018536685 rai
-0.0026513259 0.0004551546 0.0 1000 0.000137485032 rai
-0.0026513259 0.0004551546 0.0 3000 0.000785632617 rai
-0.0026513259 0.0004551546 0.0 5000 0.000820382133 rai
-0.0026513259 0.0004551546 0.0 7000 0.000822058258 rai
-0.0026513259 0.0004551546 -2.0 0 0.000016337954 rai
-0.0026513259 0.0004551546 -2.0 1000 0.000160048756 rai
-0.0026513259 0.0004551546 -2.0 3000 0.000761823570 rai
-0.0026513259 0.0004551546 -2.0 5000 0.000771063879 rai
-0.0026513259 0.0004551546 -2.0 7000 0.000768538447 rai
-0.0026513259 0.0004551546 -4.0 0 0.000016074871 rai
-0.0026513259 0.0004551546 -4.0 1000 0.000160912088 rai
-0.0026513259 0.0004551546 -4.0 3000 0.000758014037 rai
-0.0026513259 0.0004551546 -4.0 5000 0.000765690857 rai
-0.0026513259 0.0004551546 -4.0 7000 0.000766306288 rai
-0.0026513259 0.0006105337 0.0 0 0.000019294866 rai
-0.0026513259 0.0006105337 0.0 1000 0.000141242913 rai
-0.0026513259 0.0006105337 0.0 3000 0.000773205381 rai
-0.0026513259 0.0006105337 0.0 5000 0.000826459042 rai
-0.0026513259 0.0006105337 0.0 7000 0.000829249788 rai
-0.0026513259 0.0006105337 -2.0 0 0.000015846076 rai
-0.0026513259 0.0006105337 -2.0 1000 0.000170941538 rai
-0.0026513259 0.0006105337 -2.0 3000 0.000750052486 rai
-0.0026513259 0.0006105337 -2.0 5000 0.000757349749 rai
-0.0026513259 0.0006105337 -2.0 7000 0.000758013795 rai
-0.0026513259 0.0006105337 -4.0 0 0.000015541203 rai
-0.0026513259 0.0006105337 -4.0 1000 0.000173938546 rai
-0.0026513259 0.0006105337 -4.0 3000 0.000745127332 rai
-0.0026513259 0.0006105337 -4.0 5000 0.000752234381 rai
-0.0026513259 0.0006105337 -4.0 7000 0.000751059161 rai
-0.0026513259 0.0008189556 0.0 0 0.000063675937 fedya
-0.0026513259 0.0008189556 0.0 1000 0.000194847674 fedya
-0.0026513259 0.0008189556 0.0 3000 0.000861142652 fedya
-0.0026513259 0.0008189556 0.0 5000 0.000912605703 fedya
-0.0026513259 0.0008189556 0.0 7000 0.000906323461 fedya
-0.0026513259 0.0008189556 -2.0 0 0.000015352973 rai
-0.0026513259 0.0008189556 -2.0 1000 0.000186190133 rai
-0.0026513259 0.0008189556 -2.0 3000 0.000735060157 rai
-0.0026513259 0.0008189556 -2.0 5000 0.000743386533 rai
-0.0026513259 0.0008189556 -2.0 7000 0.000744192492 rai
-0.0026513259 0.0008189556 -4.0 0 0.000014991414 rai
-0.0026513259 0.0008189556 -4.0 1000 0.000189916998 rai
-0.0026513259 0.0008189556 -4.0 3000 0.000730840106 rai
-0.0026513259 0.0008189556 -4.0 5000 0.000735223940 rai
-0.0026513259 0.0008189556 -4.0 7000 0.000736903761 rai
-0.0026513259 0.0010985278 0.0 0 0.000409616533 fedya
-0.0026513259 0.0010985278 0.0 1000 0.000514936080 fedya
-0.0026513259 0.0010985278 0.0 3000 0.001249366501 fedya
-0.0026513259 0.0010985278 0.0 5000 0.001339772320 fedya
-0.0026513259 0.0010985278 0.0 7000 0.001216059435 fedya
-0.0026513259 0.0010985278 -2.0 0 0.000014771846 rai
-0.0026513259 0.0010985278 -2.0 1000 0.000210649880 rai
-0.0026513259 0.0010985278 -2.0 3000 0.000717629256 rai
-0.0026513259 0.0010985278 -2.0 5000 0.000726881374 rai
-0.0026513259 0.0010985278 -2.0 7000 0.000728016630 rai
-0.0026513259 0.0010985278 -4.0 0 0.000014219399 rai
